ensembl_transcript_id	ensembl_gene_id	chromosome	start	end	strand	log2FC	pvalue	padj
ENST00000324292	ENSG00000100503	14	50256231	50367597	-	10.5006915102203	1.68753422511512e-09	1.45815182450156e-08
ENST00000391931	ENSG00000143479	1	204866731	204924381	+	10.4725110285736	2.26091876455657e-09	1.46495754436411e-08
ENST00000391877	ENSG00000143753	1	222437551	222447763	+	10.4625293107367	2.2375062709024e-09	1.89686920698154e-08
ENST00000299872	ENSG00000166681	X	102517910	102519661	+	10.4527807385074	7.0075018650678e-09	5.5937153308035e-08
ENST00000367436	ENSG00000134371	1	191357542	191487679	+	10.3691066650391	1.1026484980797e-08	6.65003165443123e-08
ENST00000358760	ENSG00000072682	5	131555430	131591455	-	10.3687380310176	6.04735205510297e-09	3.81417463288757e-08
ENST00000396300	ENSG00000146592	7	28305465	28832036	+	10.3510247149994	8.12227175869123e-09	5.0444929261992e-08
ENST00000397821	ENSG00000147010	X	19462046	19815640	-	10.3246719933175	6.96684441221479e-09	5.56408649652832e-08
ENST00000354589	ENSG00000178209	8	145061309	145121531	-	10.3164925765008	6.78911832244944e-09	4.25338516456404e-08
ENST00000392057	ENSG00000143207	1	174180590	174442993	-	10.3140249869127	6.35598180946222e-09	5.0917432653291e-08
ENST00000407148	ENSG00000100109	22	25217191	25238471	-	10.2958082848768	6.47345736578141e-09	4.06398556754209e-08
ENST00000393689	ENSG00000116337	1	109963982	109976198	+	10.2483506321854	1.58416427624188e-08	1.28045455228829e-07
ENST00000383308	ENSG00000168593	c6_COX	31649352	31661298	+	10.2415282800718	2.29513378832606e-08	1.82055147550458e-07
ENST00000367352	ENSG00000162702	1	198642053	198645789	-	10.1969482283442	1.74418086469943e-08	1.40021637854864e-07
ENST00000325486	ENSG00000166037	11	95163290	95205502	+	10.1743236947422	1.96971319653253e-08	1.56990702331658e-07
ENST00000343279	ENSG00000073712	14	52393736	52487460	-	10.159880352522	2.00270977934688e-08	1.17124381161257e-07
ENST00000398246	ENSG00000154359	8	12623777	12657363	-	10.1546209315702	3.54091711811349e-08	1.98087295784856e-07
ENST00000375064	ENSG00000095383	9	100001132	100057736	-	10.1013336058753	2.2277856546049e-08	1.67376536934826e-07
ENST00000321666	ENSG00000076351	17	23745788	23757355	-	10.0854499428061	2.83849048962576e-07	1.95588611930623e-06
ENST00000376590	ENSG00000177000	1	11768367	11788702	-	10.08429324464	4.00893826510519e-08	2.29227838812019e-07
ENST00000300150	ENSG00000166900	11	59279108	59326752	+	10.0715412496313	8.08965222898801e-08	4.31471960095644e-07
ENST00000376541	ENSG00000102572	13	97900456	98027397	-	10.050848514511	2.97168977774805e-08	2.20006914994613e-07
ENST00000358517	ENSG00000120278	6	150962692	151206492	+	10.0447687679043	3.06132892791267e-08	1.77883764560419e-07
ENST00000381526	ENSG00000214026	11	1918436	1962328	+	10.0049622658073	5.09280487871874e-08	2.79338016972366e-07
ENST00000394009	ENSG00000119636	14	73555873	73602546	+	9.99871931937023	5.08604118570486e-08	2.79096843991407e-07
ENST00000290663	ENSG00000159479	1	43622176	43628070	-	9.99221540027973	6.07124595740332e-08	3.30545191183052e-07
ENST00000373426	ENSG00000167165	2	234191093	234346688	+	9.98752543822179	6.44947324025621e-08	9.13521261606856e-07
ENST00000280700	ENSG00000151092	3	25735808	25799997	-	9.96372153019462	5.47225120472303e-08	3.03712742776383e-07
ENST00000395945	ENSG00000165118	9	85743049	85761721	-	9.94683847144127	8.95439747815043e-08	1.24720496263879e-06
ENST00000296932	ENSG00000112414	6	142664759	142809096	+	9.90549157760464	7.79896668082819e-08	2.53336797829641e-05
ENST00000400808	ENSG00000215725	NT_113871	189516	190986	+	9.87802185728486	1.26121640353379e-07	1.69915015376232e-06
ENST00000379789	ENSG00000170525	10	6226922	6317500	+	9.85037338030367	1.07587641657431e-07	5.73455561904607e-07
ENST00000369759	ENSG00000071553	X	153310172	153318056	+	9.79103571878812	1.35377052431528e-07	2.75155068269043e-06
ENST00000400327	ENSG00000139734	13	59137718	59636120	-	9.78691434252538	1.56317625545899e-07	8.31361793562228e-07
ENST00000406567	ENSG00000138073	2	27207131	27211046	-	9.77153705302411	1.76917970127562e-07	3.53261147577027e-06
ENST00000346817	ENSG00000003400	2	201755866	201802355	+	9.75652923870246	1.89496703693616e-07	5.84996613048975e-05
ENST00000403703	ENSG00000059145	16	1353207	1404701	-	9.74886723241181	2.7211456417514e-07	8.07528403616339e-05
ENST00000405275	ENSG00000132792	20	35755848	35933945	+	9.74222952139633	1.88779136714537e-07	2.49642497469105e-06
ENST00000399767	ENSG00000015475	22	16596908	16637263	-	9.7381071798372	1.80658325968808e-07	5.56211357883189e-05
ENST00000392789	ENSG00000109929	11	120668598	120689329	+	9.71831791008315	2.0455288369703e-07	6.20087843263091e-05
ENST00000304939	ENSG00000170471	20	36534873	36640918	+	9.7154573573949	3.5413309911538e-07	4.56057584635773e-06
ENST00000353689	ENSG00000100814	14	19849369	19871297	-	9.66000002502012	3.42040318243622e-07	0.000100700531120659
ENST00000378516	ENSG00000092871	17	30360244	30440407	-	9.58648652307517	4.64883424201342e-07	5.7985872124956e-06
ENST00000358066	ENSG00000137872	15	45797978	45853709	+	9.49241840509678	6.16364315411676e-07	0.000173589213860982
ENST00000339123	ENSG00000088826	20	4077450	4116394	+	9.46758711331943	7.09817277449404e-07	8.77063407344208e-06
ENST00000345239	ENSG00000164347	5	74052790	74098798	-	9.45687409974616	1.28897357509689e-06	2.28992251813525e-05
ENST00000337087	ENSG00000164244	5	126881238	126918677	+	9.43828735884004	9.98306264503819e-07	0.000270045704457179
ENST00000374303	ENSG00000117640	1	26019028	26032016	+	9.4284902960063	1.09645439397623e-06	0.000294603419091125
ENST00000377081	ENSG00000054523	1	10193418	10364248	+	9.34515042683014	1.70362226093772e-06	1.99542982564565e-05
ENST00000358704	ENSG00000179456	1	242281184	242287397	+	9.32885075075116	1.66841302260207e-06	1.93667447169765e-05
ENST00000348499	ENSG00000160221	21	44377922	44390033	+	9.31813733549265	2.26009101996363e-06	0.000579347673770636
ENST00000397811	ENSG00000147010	X	19462046	19815640	-	9.3021611225569	3.18140823195403e-06	0.000797271714549346
ENST00000342981	ENSG00000114867	3	185515050	185535839	+	9.29689407381261	3.74310082169599e-06	4.1729728188571e-05
ENST00000326016	ENSG00000136002	2	131311498	131521306	+	9.29481912392618	2.55727190437893e-06	2.91879124795435e-05
ENST00000369615	ENSG00000081026	1	113734998	114030068	+	9.28676906189377	1.43959490479248e-05	0.000214729874787775
ENST00000373321	ENSG00000101452	20	37024409	37101777	+	9.28580490251131	2.08298375773469e-06	2.38326792835337e-05
ENST00000361532	ENSG00000143420	1	148840214	148868722	-	9.28204830075716	1.93294123055884e-06	0.00050050568268384
ENST00000360529	ENSG00000116852	1	199205143	199259451	-	9.22120897328528	2.77773997557805e-06	3.13205051484453e-05
ENST00000357649	ENSG00000178209	8	145061309	145121531	-	9.21992803902414	4.28752929468084e-06	0.00104484249795343
ENST00000334509	ENSG00000115934	2	201443925	201462271	-	9.2197272214265	3.20460514253058e-06	5.37206973191739e-05
ENST00000312722	ENSG00000107242	9	70510436	70813911	+	9.18414884931442	3.55880767049008e-06	5.90243729144183e-05
ENST00000367296	ENSG00000134369	1	199859224	200062720	+	9.17287822931922	2.87057211044719e-06	3.22995704642231e-05
ENST00000373039	ENSG00000101052	20	41652993	41709276	+	9.13544183888363	3.06290386896969e-06	5.15355706278805e-05
ENST00000340963	ENSG00000197782	19	45270604	45288685	-	9.12710082064504	4.01753985175785e-06	6.56729610546812e-05
ENST00000402886	ENSG00000007866	6	35549352	35572839	-	9.11514892114709	6.27960505893924e-06	0.00146559285797993
ENST00000392055	ENSG00000153823	2	229596936	229844301	-	9.10518883094837	4.86317983374846e-06	0.00116333804058832
ENST00000379870	ENSG00000113441	5	96296854	96390871	+	9.10212421088447	6.18577752687801e-06	0.00144589470736732
ENST00000409105	ENSG00000180398	2	46982517	47022498	-	9.05942293180078	7.78001847173767e-06	0.000121300141857079
ENST00000343484	ENSG00000171703	20	62158883	62175758	+	9.05145110651936	5.13891241867394e-06	0.0013561393938861
ENST00000409453	ENSG00000077380	2	172252225	172313176	+	9.03309710892617	5.92082216602861e-06	0.00148357792474477
ENST00000262539	ENSG00000070159	9	111177800	111300407	-	9.02978205175764	5.70281493176824e-06	0.00143476512208394
ENST00000334100	ENSG00000163512	3	28339090	28365579	-	8.99896912296139	6.81892892317705e-06	0.00175039661156507
ENST00000392092	ENSG00000112592	6	170705384	170723869	+	8.80356548913552	1.32592082922787e-05	0.00318255159044584
ENST00000374678	ENSG00000119318	9	109085365	109134291	+	8.76829422276939	1.86632389477122e-05	0.00420417382608409
ENST00000400217	ENSG00000101266	20	407307	472482	-	8.76469795595594	1.79850340546763e-05	0.000875090874078283
ENST00000374894	ENSG00000117298	1	21417664	21544584	-	8.71796706310354	1.80412603465184e-05	0.00421320689965867
ENST00000397717	ENSG00000124588	6	2939231	2964995	+	8.69894074800715	1.82589684940507e-05	0.00412338395018804
ENST00000406072	ENSG00000048052	7	18501894	19003518	+	8.69295971723693	1.87149603438669e-05	0.00419728913004087
ENST00000264409	ENSG00000138678	4	84676248	84746052	+	8.66675222366066	2.14725075727756e-05	0.00474158237405298
ENST00000361771	ENSG00000142784	1	27433746	27507322	+	8.65348237773728	2.4381732716315e-05	0.00551705952243366
ENST00000395238	ENSG00000176095	3	49736732	49798977	-	8.60059337874455	3.05289894766339e-05	0.0067380111784338
ENST00000406625	ENSG00000115239	2	53613314	53940801	-	8.59674296467726	2.35390784975285e-05	0.00517014213519093
ENST00000371014	ENSG00000198160	1	67153227	67226890	+	8.57492613606032	2.61371308317285e-05	0.00567805338065537
ENST00000380235	ENSG00000073910	13	31503437	31768776	+	8.56595317927431	2.72652523695159e-05	0.0012732531209876
ENST00000397796	ENSG00000028203	12	94135715	94219075	+	8.56357425083755	2.89950199050153e-05	0.00134744129442941
ENST00000399986	ENSG00000151835	13	22800965	22883652	-	8.54806635862485	2.82354987132145e-05	0.00131551488464384
ENST00000290921	ENSG00000159692	4	1195228	1232908	-	8.48796732475849	3.99898808440038e-05	0.0082609515647758
ENST00000401980	ENSG00000146457	6	160068142	160097339	+	8.45342294783721	4.6281817030654e-05	0.00974347224436839
ENST00000397314	ENSG00000088367	20	34142840	34284135	+	8.42827339327829	4.10515383443497e-05	0.00184157568151242
ENST00000339403	ENSG00000064012	2	201806411	201860679	+	8.38030816457993	4.90446695444582e-05	0.00216652328200303
ENST00000353233	ENSG00000143294	1	155003898	155037226	+	8.37601406634712	4.38901018806566e-05	0.00195452763331685
ENST00000218439	ENSG00000102316	X	54850757	54859170	+	8.34196056501401	5.99669932578242e-05	0.0121698495986487
ENST00000367054	ENSG00000112096	6	160020141	160034343	-	8.32157128703045	5.50324387120035e-05	0.0113131452433477
ENST00000379694	ENSG00000205336	16	56220023	56256445	+	8.31712839413831	6.37209189713634e-05	0.0123776605719826
ENST00000377219	ENSG00000087206	5	176264612	176366358	-	8.30924454026454	7.07300258580756e-05	0.0136053239490824
ENST00000344086	ENSG00000160712	1	152644293	152706812	+	8.29362114859371	6.48088948379684e-05	0.0130217723913435
ENST00000330542	ENSG00000164244	5	126881238	126918677	+	8.29000573521423	6.77028900593605e-05	0.0131041775282123
ENST00000373657	ENSG00000186871	X	71341232	71375602	-	8.21642153377567	7.34256886755546e-05	0.014015174674769
ENST00000391718	ENSG00000197483	19	60679511	60687666	+	8.18425642870266	8.55966767989019e-05	0.00359022669375057
ENST00000396548	ENSG00000204599	6	30402600	30419485	+	8.14857417168114	9.4036698813634e-05	0.017288971580713
ENST00000374599	ENSG00000130052	X	67784229	67862402	+	8.14754941632435	0.000117354378416056	0.00474926944166976
ENST00000382711	ENSG00000206053	16	1668279	1692073	+	8.12736282576314	0.000101411684900442	0.00419728913004087
ENST00000378798	ENSG00000182149	16	70486946	70520407	+	8.09443743262688	0.000112576825004802	0.00460445724866886
ENST00000397909	ENSG00000067798	12	76749200	77130921	+	8.0823761375169	0.000115303562064468	0.0212807134964982
ENST00000406070	ENSG00000221878	19	48049852	48075711	-	8.07804446302905	0.000117271463553625	0.0209424073547651
ENST00000361872	ENSG00000162419	1	28867831	28918452	+	8.05873869905842	0.000138947841567152	0.00552940579311842
ENST00000230236	ENSG00000112474	c6_QBL	33244098	33246291	+	8.05427239127695	0.00011656907047909	0.0207604410392356
ENST00000354069	ENSG00000153823	2	229596936	229844301	-	8.05389681321849	0.000107466035215867	0.00440211918756482
ENST00000271357	ENSG00000143147	1	166320621	166388714	-	8.05269651051804	0.000125170712546621	0.00502969002204176
ENST00000373963	ENSG00000123992	2	219946424	219961842	-	8.04880382046687	0.0001176243454825	0.0047841110188723
ENST00000378702	ENSG00000198947	X	31042729	33267479	-	8.03728984403609	0.000105984402565132	0.00437204054938139
ENST00000251160	ENSG00000117543	1	101227773	101263950	-	8.01435297161625	0.000128801364583331	0.00519244348451397
ENST00000380675	ENSG00000145734	5	70787198	70899405	+	7.97291614004444	0.000154849474091948	0.00611592472507749
ENST00000353088	ENSG00000088833	20	1370807	1396417	-	7.95357344219516	0.000141927648993856	0.00562067978376187
ENST00000367481	ENSG00000164506	6	147566568	147748584	+	7.93798805074792	0.000152374835890008	0.00611235252963508
ENST00000218507	ENSG00000102384	X	100239827	100305326	+	7.89981823662658	0.000171070227668237	0.00662376199030882
ENST00000397261	ENSG00000214021	3	9809227	9853037	+	7.84880502680093	0.000161848188098232	0.027222278488763
ENST00000315470	ENSG00000180611	3	193997301	194118644	-	7.83020278520127	0.000192121791600452	0.00735297406605211
ENST00000346706	ENSG00000041982	9	116822627	116920307	-	7.81785618349331	0.000188641148746663	0.00721422931042028
ENST00000348208	ENSG00000119139	9	70956382	71059938	+	7.81061841944301	0.000194123571801094	0.00784208173316793
ENST00000404925	ENSG00000148396	9	138454370	138491962	-	7.80900573493504	0.000192782140696947	0.00779443726644518
ENST00000369972	ENSG00000121940	1	109273653	109307634	-	7.73462112576832	0.000231406301997163	0.00885529078472034
ENST00000400773	ENSG00000162458	1	15955741	15985676	+	7.70020524222508	0.000254266148698957	0.00962463469346014
ENST00000379208	ENSG00000148426	10	11905403	11954280	+	7.62660738972845	0.000287348871757863	0.0104651964618728
ENST00000320831	ENSG00000154305	1	220858067	220907974	+	7.45624710705522	0.000333370875962411	0.0498368694934647
ENST00000394863	ENSG00000140682	16	31390985	31396781	+	7.33592229193233	0.000420533750437124	0.01457229193178
ENST00000372211	ENSG00000130717	9	133389009	133396476	-	6.94085468593002	0.000701496939363087	0.0229489587440904
ENST00000252773	ENSG00000130477	19	17573137	17647978	-	5.89054439785346	1.03678735786515e-30	5.3249898109121e-29
ENST00000409464	ENSG00000180336	17	40089366	40108417	+	5.59417986263272	0.000592902945117901	0.019549397581927
ENST00000305409	ENSG00000171951	2	224169906	224175369	-	5.46806718773721	3.26959152063554e-69	5.50555364239884e-67
ENST00000327982	ENSG00000140853	16	55580911	55674937	+	5.34345306188532	1.33243954718997e-05	6.82836288793419e-05
ENST00000356524	ENSG00000173432	11	18244348	18248102	+	5.18300948600482	0.00116623788268922	0.00989468049368078
ENST00000339255	ENSG00000001461	1	24614871	24672053	+	4.85362796640759	0.000957694721663512	0.0290170472196793
ENST00000368012	ENSG00000143217	1	159308120	159325966	-	4.84529832564606	3.64418466521299e-07	4.68009870061816e-06
ENST00000345517	ENSG00000163017	2	73973601	74000500	+	4.2181378887588	4.00010762163814e-10	2.83144511295496e-09
ENST00000400846	ENSG00000188484	NT_113949	86746	96246	+	4.19259758820429	2.00853850847666e-08	1.51701871114746e-07
ENST00000216117	ENSG00000100292	22	34107087	34120194	+	4.17624009677412	8.46637285882861e-123	6.64629537013938e-120
ENST00000216255	ENSG00000100413	22	40251754	40270556	-	4.1630704969135	3.3243491935466e-05	0.00699732207604661
ENST00000263341	ENSG00000125538	2	113303808	113310827	-	4.14120849758573	7.57391975316895e-05	0.0149185338979621
ENST00000396123	ENSG00000196208	2	11591693	11700365	+	4.13358426513381	8.48679465448743e-12	9.75558164615088e-11
ENST00000296641	ENSG00000164220	5	75947064	75954996	-	3.88542049199983	0.000133586729104613	0.0233381951377809
ENST00000366721	ENSG00000143774	1	226394286	226403308	+	3.81255574113882	1.02349096973106e-05	0.000105353781518255
ENST00000295591	ENSG00000163395	1	199449165	199464292	+	3.77917219920302	2.16720654724776e-12	2.87597345055518e-11
ENST00000409071	ENSG00000115008	2	113247966	113259442	-	3.60455140728516	1.13419504583768e-12	1.54611971494752e-11
ENST00000409952	ENSG00000106355	7	32492942	32501420	-	3.58254296430197	8.26666757711807e-05	0.016065171286412
ENST00000320927	ENSG00000049656	5	1370983	1397999	-	3.55545629921701	2.64902289320001e-26	8.95822736184262e-25
ENST00000392951	ENSG00000149591	11	116575250	116580717	+	3.52803991319681	2.34883907144702e-07	1.57282282102185e-06
ENST00000367007	ENSG00000143473	1	208923178	209374080	-	3.48359700931637	0.000251217785961398	0.0395587144301185
ENST00000406556	ENSG00000151276	3	65314946	65999023	-	3.43051290268996	0.00159881319225063	0.0455919644149535
ENST00000356698	ENSG00000146374	6	127481749	127560347	+	3.40824831138636	8.19246547628346e-07	5.31276538137975e-06
ENST00000347778	ENSG00000138119	10	95056177	95232064	-	3.40304585902077	2.69977807212874e-14	8.96351706479205e-13
ENST00000369583	ENSG00000138166	10	112247615	112261291	+	3.34784019062747	1.03901334432212e-51	1.01594445126493e-49
ENST00000335211	ENSG00000163395	1	199449165	199464292	+	3.27002453639833	3.4514845132571e-05	0.00678974553167566
ENST00000240100	ENSG00000120875	8	29249539	29264104	-	3.23618911013513	8.19107158631456e-06	4.78778318465302e-05
ENST00000251630	ENSG00000104213	8	17478443	17545655	+	3.22347016610733	3.41667264006813e-05	0.00673421972331984
ENST00000372811	ENSG00000168389	1	40193407	40208214	+	3.19646144586502	0.000232099782718575	0.0371185756946687
ENST00000403710	ENSG00000093010	22	18309256	18336539	+	3.18435834067407	0.000120639449560079	0.00488931689542101
ENST00000257622	ENSG00000196313	7	71987872	72059915	+	3.16651776730416	1.60254087310424e-06	9.00194272682967e-06
ENST00000223095	ENSG00000106366	7	100557172	100569026	+	3.14908709388983	5.19008080692798e-07	3.27873712876791e-06
ENST00000216968	ENSG00000101000	20	33222388	33228826	+	3.13184882326175	4.03133761261761e-24	1.17426990010406e-22
ENST00000328735	ENSG00000182240	21	41461598	41570378	+	3.12545885729775	1.0477876149314e-09	1.2395896273572e-08
ENST00000318317	ENSG00000165501	14	49135165	49151705	+	3.11826431153266	1.34947277172842e-09	1.29208605206539e-08
ENST00000264832	ENSG00000090339	19	10242765	10258291	+	3.09748500372475	3.11837517861027e-05	0.00624606835697304
ENST00000218758	ENSG00000102575	19	11546477	11550766	-	3.08270565929437	0.00137456301515891	0.039716405283448
ENST00000392502	ENSG00000136527	3	187110586	187138495	-	3.07298850375929	0.000649117135991746	0.00247540028081573
ENST00000361321	ENSG00000122482	1	91153447	91260358	-	3.04252835246309	4.03212899104959e-05	0.00020868128636798
ENST00000358321	ENSG00000099994	22	22907444	22915074	+	3.03536846742751	1.54581786897401e-65	2.54080960881905e-63
ENST00000222482	ENSG00000128510	7	129720230	129751249	+	2.99629376022433	1.08825461932473e-120	1.30625667378683e-117
ENST00000243776	ENSG00000123989	2	220111922	220116682	-	2.98741029107689	1.74035767593541e-44	1.31680154581988e-42
ENST00000373132	ENSG00000196182	1	36577812	36624084	-	2.98357970867709	6.95549497896529e-06	4.12409079989524e-05
ENST00000266564	ENSG00000139197	12	7234224	7255342	+	2.91135902014852	2.69264867309815e-07	2.42509903100889e-06
ENST00000341529	ENSG00000179776	16	64958064	64996186	+	2.85876757397206	1.08632032361318e-47	1.01142936662466e-45
ENST00000377288	ENSG00000171603	1	9711667	9807137	-	2.8410409964703	1.20784303584328e-50	1.20901716841769e-48
ENST00000261918	ENSG00000138623	15	72489376	72513329	-	2.83586761613796	3.16088675612409e-21	7.0094983990319e-20
ENST00000398675	ENSG00000151233	12	40761917	40824940	-	2.80004663459176	3.20204386497887e-11	3.42976309658624e-10
ENST00000408042	ENSG00000089177	20	16200750	16502078	-	2.75813276010279	8.23783765263867e-06	4.81349235202963e-05
ENST00000312280	ENSG00000109099	17	15073822	15109369	-	2.73138383165878	7.61308575348759e-35	3.87711185254013e-33
ENST00000397860	ENSG00000197971	18	72819771	72973788	-	2.7277281543024	3.85942308153148e-12	5.32348790211621e-11
ENST00000383801	ENSG00000157020	3	10317615	10337855	-	2.72537245002281	4.56787378007669e-07	3.99131236941824e-06
ENST00000409458	ENSG00000136235	7	23252841	23281248	+	2.6809863748575	8.67697386437636e-27	2.85189855091937e-25
ENST00000267843	ENSG00000140285	15	47502751	47566815	+	2.64392988660334	2.76927768642137e-08	2.28064409103645e-07
ENST00000389290	ENSG00000188060	1	28791299	28793673	+	2.64144402085324	4.9649031417855e-05	0.000244625501700475
ENST00000403962	ENSG00000125868	20	17498599	17536652	+	2.63281130875286	1.06586373710887e-09	9.58768476790749e-09
ENST00000263734	ENSG00000116016	2	46378067	46467339	+	2.61276266765314	9.91181452104124e-283	1.12262746156199e-278
ENST00000395026	ENSG00000079332	10	71579966	71600285	-	2.5909694663357	1.61348329912378e-24	5.15030199026997e-23
ENST00000312562	ENSG00000175592	11	65416268	65424573	-	2.55561212040157	1.50430993364971e-06	9.89148741031961e-06
ENST00000405119	ENSG00000070081	11	17254860	17309646	+	2.55263752821799	4.14686789266537e-07	2.68353770509224e-06
ENST00000274071	ENSG00000145431	4	157902214	158111996	-	2.54263975994353	8.49174824525499e-06	3.51516693903589e-05
ENST00000323441	ENSG00000100644	14	61231992	61284729	+	2.53866078120985	0.000311186220531007	0.00100698689398256
ENST00000374024	ENSG00000181773	1	27591739	27594900	+	2.50852148816226	0.000343143135287993	0.0480418219319366
ENST00000396252	ENSG00000104320	8	91014740	91066075	-	2.4972731684581	5.86016798006422e-05	0.000285705566365552
ENST00000266671	ENSG00000139289	12	74705494	74711823	-	2.44758204891008	2.68484317992652e-25	1.1906129970926e-23
ENST00000237283	ENSG00000189007	6	143788771	143813517	-	2.40080607165451	0.00165080775104547	0.0108262754108459
ENST00000373087	ENSG00000163874	1	37712753	37722563	+	2.38656735393569	1.41292969830844e-07	7.97544731069371e-07
ENST00000373713	ENSG00000121769	1	31610687	31618510	-	2.37385569628505	3.33621373166909e-23	7.08514876193953e-22
ENST00000367926	ENSG00000117143	1	160797947	160836250	+	2.37326715424846	5.0730045038666e-43	4.00560508363382e-41
ENST00000249075	ENSG00000128342	22	28966441	28972748	-	2.36807233205719	1.12172363255723e-16	1.50049088552426e-15
ENST00000265368	ENSG00000131018	6	152484515	153000227	-	2.34001824684784	1.34772325785759e-10	1.42678512741638e-09
ENST00000380138	ENSG00000164176	5	83273882	83716367	-	2.33650396741484	1.0410243442766e-18	2.4948676795783e-17
ENST00000374525	ENSG00000157654	9	111442893	111974613	+	2.29748225038902	5.04504657857251e-16	9.05469357885541e-15
ENST00000379047	ENSG00000181019	16	68300808	68318034	-	2.26333181936988	5.46792363614145e-05	0.00025524679474266
ENST00000370565	ENSG00000137975	1	86662413	86694826	+	2.26260436443691	0.000361689478540377	0.00276059713328602
ENST00000335099	ENSG00000186907	11	56984893	57001005	+	2.25088283585272	0.000191637172003986	0.000813189252958701
ENST00000374866	ENSG00000204262	2	189604886	189752850	-	2.24826877540446	8.85357225288914e-12	1.24852627617986e-10
ENST00000409829	ENSG00000169604	2	69093942	69329806	+	2.24076134095698	9.28331682131709e-55	1.36159296864211e-52
ENST00000380650	ENSG00000005175	12	46343344	46386041	-	2.23859547665981	4.90858644683385e-10	5.6369379782834e-09
ENST00000381913	ENSG00000167723	17	3360546	3408039	-	2.23000671328197	0.0002449328045367	0.000792487397593864
ENST00000261574	ENSG00000065150	13	97403930	97474552	+	2.22143069848026	0.00136340666182821	0.00571454843002939
ENST00000246186	ENSG00000125966	20	33278095	33328218	+	2.20053109236357	8.72323635294796e-31	3.64538573379856e-29
ENST00000355221	ENSG00000047249	8	54790669	54918403	-	2.15439074375723	6.53670372155805e-07	4.16482606806819e-06
ENST00000336665	ENSG00000157985	2	236067472	236699937	+	2.15009871922655	3.47643881830639e-07	1.84259720806507e-06
ENST00000344229	ENSG00000082996	3	151013165	151162616	+	2.14456776135742	0.00134925589479765	0.0052162543713505
ENST00000380900	ENSG00000183527	21	39468565	39477198	-	2.14351833644027	4.88800918920079e-10	4.76618226150345e-09
ENST00000256832	ENSG00000049759	18	53862778	54216369	+	2.14168741008521	6.97822947362923e-19	1.55857095568254e-17
ENST00000394419	ENSG00000072110	14	68410793	68515763	-	2.13835966600622	9.07986464149118e-09	9.56607634171881e-08
ENST00000395097	ENSG00000119508	9	101623958	101668994	+	2.1336908092806	6.21330722497676e-32	2.75437082625219e-30
ENST00000370238	ENSG00000023909	1	94125178	94147600	-	2.10150783686817	4.79921998087043e-103	3.09980509902277e-100
ENST00000321826	ENSG00000221830	19	10083197	10087065	+	2.08940101661723	6.98708913725117e-06	4.13573718849764e-05
ENST00000296024	ENSG00000081154	3	102775732	102795969	+	2.08829588466256	0.000985677808557088	0.00278433290609331
ENST00000228606	ENSG00000111012	12	56442385	56447243	-	2.08252589218017	0.000377005632644684	0.00157921528428785
ENST00000309577	ENSG00000111642	12	6549510	6586812	-	2.06967997760079	1.93329562221979e-07	1.22753876808155e-06
ENST00000397127	ENSG00000132356	5	40795238	40834054	-	2.06653357778356	4.42355101037679e-07	2.89405877602216e-06
ENST00000306698	ENSG00000129810	3	20177091	20202687	-	2.05182494397569	0.000154281473597351	0.000670093573763255
