ensembl_transcript_id	Refactor_log2FC	Refactor_pval	Refactor_padj	Dominissini_LFC	Dominissini_pval	Dominissini_padj
ENST00000291526	6.34585456328036	0.00382177625126923	0.0135232082737219	Inf	1.76287e-05	8.81496e-05
ENST00000293774	2.97240496070083	0.0037666161610975	0.0133451355643506	2.11023	0.00131061	0.00480177
ENST00000294732	11.9918414739408	2.28327409383858e-16	3.3862635674339e-15	Inf	8.31544e-244	1.20263e-242
ENST00000295591	3.91794938056533	8.81694459180094e-29	2.50615520838008e-27	3.04395	0	0
ENST00000295958	-4.03253320599076	2.80000264826893e-78	3.49683588652591e-76	-2.79926	0	0
ENST00000296555	6.93989872230898	0.00137391217296288	0.00531911572082696	Inf	5.11159e-08	3.45422e-07
ENST00000296641	4.61206536248917	3.73382417077564e-09	3.07347292315561e-08	2.48498	0.000106049	0.000472997
ENST00000298910	-2.96769629298578	1.02374140235989e-05	5.5761853725233e-05	-2.18046	1.06014e-08	7.65484e-08
ENST00000299598	-2.86995006817302	0.00481668155994063	0.0166654645924986	-2.2132	0.00105089	0.00392694
ENST00000301923	-10.08192459274	3.74277623169997e-10	3.40364494217196e-09	Inf	3.6191e-22	4.75633e-21
ENST00000302804	3.44469200560208	0.00033420113162211	0.00145076301238915	2.43648	4.79921e-05	0.000224819
ENST00000303745	-6.83751723049489	0.00201307670318253	0.00755314260574197	-2.19805	0.0119761	0.0353514
ENST00000305409	5.50779360355019	1.38574342321296e-113	3.57444097950258e-111	3.82965	0	0
ENST00000306764	-5.98493166270446	1.27759832195433e-05	6.86573125154809e-05	-2.13864	0.00023135	0.000977804
ENST00000307358	2.70918243600112	5.99747762022008e-06	3.36786128826194e-05	2.04439	1.87684e-07	1.19671e-06
ENST00000308108	-2.78590727018422	1.73400907805989e-87	2.58695408402449e-85	-2.03846	0	0
ENST00000309359	-7.42487867440381	0.000247319634248284	0.00109919837443682	-2.20301	0.00461668	0.0150807
ENST00000309384	-8.02766767927823	1.29393703747607e-05	6.94934077336828e-05	Inf	3.64918e-06	2.00421e-05
ENST00000309950	-5.3843947453539	0.00463530575848884	0.0160782253279241	-2.67925	0.0133646	0.0388716
ENST00000312280	2.76996619402995	2.17552844768184e-46	1.20329829971982e-44	2.04623	0	0
ENST00000312648	3.71567259229416	0.0121114615889758	0.0376267829644002	2.13663	0.0124573	0.0365806
ENST00000313244	-3.20065046448415	4.49063994449748e-06	2.56607996828428e-05	-2.17166	0	0
ENST00000313826	-2.64321820454183	0.000282496684906754	0.00124154594003605	-2.06973	1.65676e-05	8.3174e-05
ENST00000313961	-2.71590114011298	1.23194253938252e-11	1.26824371827518e-10	-2.02537	0	0
ENST00000315183	11.802753199081	1.24392203396117e-15	1.74186951483148e-14	2.01761	0	0
ENST00000316366	-3.91038188025194	1.7840615723629e-06	1.08148691845412e-05	-2.5582	1.64405e-07	1.055e-06
ENST00000317370	-2.89857677137725	0.0126172274217064	0.0389961340245349	-2.14049	1.62497e-05	8.16807e-05
ENST00000317896	8.30315842769756	3.5138609258927e-06	2.04044943308728e-05	Inf	0.000956177	0.00359959
ENST00000318317	3.2703589061097	4.70743570255816e-22	9.65986805878105e-21	2.8619	0	0
ENST00000318698	-2.88251124175635	0.00269337653271407	0.00982906152358963	-2.12371	0.000348924	0.00142589
ENST00000319144	-3.2017225686522	0.0115939190628155	0.0361900210510865	-2.64986	2.27312e-05	0.000111736
ENST00000320831	8.96166096473606	7.68581881371327e-05	0.000371308593135806	Inf	1.67222e-45	2.24661e-44
ENST00000320927	3.63950706159475	4.19475033718417e-35	1.59031743552587e-33	2.08416	0	0
ENST00000323076	4.7057148666181	0.011724857545153	0.0365367582980943	Inf	0.0108697	0.0324463
ENST00000324677	2.95338651584589	1.07620319519288e-05	5.83674753140566e-05	2.39693	6.3785e-11	5.59299e-10
ENST00000324727	3.46851731012193	0.00662738438343143	0.0221877497553017	2.08988	0.00489322	0.0158898
ENST00000325101	3.35003230138152	0.0034630008115722	0.0123646600775411	2.44947	0.00378965	0.0126388
ENST00000325747	-23.6340191346599	7.86177109870831e-07	4.97101677719013e-06	-2.03206	0	0
ENST00000325805	-11.3593965367969	1.33752406803308e-14	1.74294921046803e-13	-2.17377	0	0
ENST00000326529	5.83565059712439	0.0123726316626958	0.0383216960936374	Inf	0.000160473	0.00069628
ENST00000327214	-10.7193921402939	5.31573774104282e-11	5.16781830407826e-10	Inf	1.81076e-30	2.39692e-29
ENST00000327259	3.51492515101201	0.000208483244355346	0.000938991113610893	2.31485	3.29514e-05	0.000158317
ENST00000330688	-3.01538616541238	1.95178622708092e-08	1.49429403238373e-07	-2.2083	0	0
ENST00000331718	2.47844434376188	0.00944809335875494	0.0302457777098921	2.03602	0.000833449	0.00317502
ENST00000331986	-3.26975395699293	3.80566469953495e-12	4.09338837518178e-11	-2.03412	0	0
ENST00000333496	6.49669781408435	0.00256406062670279	0.00939690257562039	Inf	3.59288e-05	0.000171742
ENST00000334348	4.56946651277033	0.00390763987535206	0.0138004939935658	2.59832	0.00209168	0.0073463
ENST00000334509	9.4239689915286	2.70890466350824e-09	2.26494300856793e-08	2.90479	0.0106364	0.0318319
ENST00000334937	5.90348008608545	0.0134427984344284	0.0412934042059236	Inf	0.00113148	0.00420101
ENST00000334984	5.9280630401696	0.0109959495361398	0.0345737305989359	-2.78665	0	0
ENST00000335211	3.73155175184668	3.17659973112685e-11	3.1492152506861e-10	2.20088	5.71307e-10	4.61371e-09
ENST00000335698	11.5965544904529	2.58276747231919e-15	3.54296134373805e-14	2.48653	3.46017e-11	3.09567e-10
ENST00000338368	-3.52839299849682	4.46691816789666e-17	6.93402370269673e-16	-2.15745	0	0
ENST00000339255	6.05657497642862	2.17490459381613e-06	1.30041955782767e-05	2.83969	0.000439731	0.00176538
ENST00000339385	7.18590675413019	0.000238977029254425	0.00106486374030064	2.80025	6.66134e-16	8.24303e-15
ENST00000340600	7.10708356151039	0.00216301624538323	0.00805440479932233	Inf	5.60251e-06	3.00398e-05
ENST00000340871	6.61720663997422	0.00164127712008812	0.00626026098872748	Inf	5.35923e-06	2.88091e-05
ENST00000341074	6.33460546059454	0.00567206028620508	0.0192580715831296	Inf	0.000287261	0.00119373
ENST00000341529	2.88709239315168	2.67225629170615e-94	4.66799200323352e-92	2.03691	0	0
ENST00000341771	6.70055079432422	0.00375745967732262	0.0133161128780309	Inf	2.3668e-08	1.65473e-07
ENST00000341860	-3.26155447110274	8.58836842870558e-10	7.56142105025332e-09	-2.37392	0	0
ENST00000342989	6.35692744181076	0.00362826058799574	0.0129013130931052	3.35313	0.00726807	0.0226564
ENST00000344606	3.84373238864679	0.0133135206735367	0.0409372961886825	2.13949	0.00914624	0.027824
ENST00000344648	-7.81051185880894	5.7310539879379e-05	0.000281905346760089	-2.74228	0.00106456	0.00397399
ENST00000344733	-7.44856224076132	0.000204470637637859	0.000921971834472292	Inf	0.0108584	0.0324169
ENST00000345230	-8.74925737430299	4.87681308087945e-07	3.17378073643652e-06	-2.00165	0.0121089	0.035698
ENST00000345356	-25.2622950806417	1.2951183343483e-07	9.00157794711986e-07	Inf	1.07865e-25	1.42227e-24
ENST00000345517	4.41714238900025	3.53989184130872e-20	6.61035282950748e-19	3.63946	5.08704e-13	5.23475e-12
ENST00000346301	2.06783279107561	3.57242874413185e-15	4.85470375864299e-14	2.29939	1.55431e-15	1.89359e-14
ENST00000346661	10.6385149825341	1.18791951750747e-12	1.33170506430569e-11	2.35889	0	0
ENST00000347739	-3.11561746304861	1.26680606285424e-18	2.15693074242918e-17	-2.21547	0	0
ENST00000347778	3.4171938216143	1.85348779170285e-09	1.5784098442147e-08	-3.89643	0	0
ENST00000349533	-6.72893362983915	0.00688483216710319	0.0229522125633589	Inf	0.00320539	0.0108529
ENST00000349942	2.34785242514785	0.000193685261991584	0.000877065337320381	Inf	1.66292e-09	1.29337e-08
ENST00000353609	3.27341364115839	1.11218450400431e-07	7.78500946246994e-07	2.39542	2.46211e-10	2.05384e-09
ENST00000353689	9.69225094362504	1.79821418520023e-10	1.67841432233772e-09	2.17958	1.04805e-13	1.13887e-12
ENST00000354842	-3.07264479309201	0.00748111486718828	0.0246571256668732	-2.05185	0.00340374	0.0114672
ENST00000355549	5.77689892925831	0.0148303472263162	0.045014580825506	Inf	0.000236176	0.000996292
ENST00000356093	-11.6908064615288	3.28058277798365e-15	4.46910585747032e-14	-2.43264	0	0
ENST00000356524	6.7493311212829	2.79347183032576e-05	0.000143414848431903	5.01143	0.00246028	0.00851866
ENST00000356698	3.73583608848207	1.46118582344492e-17	2.3338384680023e-16	2.61869	1.33227e-15	1.62848e-14
ENST00000357546	3.11364740944279	0.0108104847349156	0.0340604313565835	2.50745	0.00112531	0.00418024
ENST00000358234	-2.34112190466768	0.00111200677859846	0.0043844838699025	-2.48495	1.8461e-07	1.1783e-06
ENST00000358299	6.74648351616365	0.00141252349323503	0.00545406385188678	Inf	0.0143049	0.0413092
ENST00000358321	3.06053121445702	3.22554949669775e-142	1.32873382252027e-139	2.09729	0	0
ENST00000358813	4.45205705898712	0.00127973530908112	0.00498879866251962	3.53744	0.0143598	0.0414461
ENST00000359570	3.71053497862122	0.000976198981659532	0.00389013743774229	2.44009	0.000148149	0.000646756
ENST00000359674	-5.19035958708908	0.000332337863974813	0.00144312854715306	-2.76794	5.75436e-05	0.000266923
ENST00000360835	-4.83195044157854	0.00236910829588752	0.00874747678481546	-3.20567	4.65459e-05	0.000218602
ENST00000361417	-7.07055587520739	0.000765363061829879	0.00311931785388433	Inf	0.00780726	0.0241645
ENST00000366521	-2.7392328409969	8.16617930942653e-10	7.20775660186033e-09	-3.15188	0.000781235	0.00299319
ENST00000366522	-2.19248208425069	0.0137415099114627	0.0420938594402188	-2.00628	0.0110349	0.0328727
ENST00000366598	-3.24714611308313	0.000713357151864961	0.00292246658623615	-2.25873	0.00137126	0.00500232
ENST00000366667	3.92478217727982	2.91319848175672e-06	1.71145760103204e-05	2.61749	1.92869e-07	1.22834e-06
ENST00000366719	-7.94519768094515	0.00013481518784112	0.000627999862348507	Inf	4.84941e-15	5.73045e-14
ENST00000367264	7.28816891103715	0.000181056491569472	0.000825567349631164	2.41436	6.9831e-06	3.6961e-05
ENST00000367322	6.96140076865673	0.00163663360988119	0.00624686594284619	3.09789	0.00239151	0.00830403
ENST00000368012	5.27694814937158	8.39428506030383e-14	1.03212537451975e-12	3.9665	4.76745e-10	3.87563e-09
ENST00000368149	-3.29704621566164	9.58836444749515e-23	2.03882017527632e-21	-2.55958	0	0
ENST00000368205	5.97751667243478	0.00952428093104816	0.0304565118406823	Inf	2.76123e-14	3.09282e-13
ENST00000368294	7.98686245337538	7.88505412850018e-06	4.35865199172051e-05	Inf	1.82301e-15	2.20933e-14
ENST00000368324	2.47935325639917	0.00171256956107074	0.00651238907213455	2.0331	4.44967e-05	0.000209559
ENST00000368487	5.89589131461396	0.0115358399548491	0.0360331804836845	Inf	0.000723571	0.00279291
ENST00000369583	3.38267103989837	3.07446876812294e-105	6.52733369232255e-103	2.31707	0	0
ENST00000369697	3.08584176646095	0.000513997073034351	0.0021628783680055	2.2625	1.48664e-05	7.513e-05
ENST00000369936	2.26525240848473	1.0817399993232e-05	5.86562357196863e-05	2.15607	5.92965e-09	4.38434e-08
ENST00000369977	7.5701839598757	0.000590699340337682	0.00245679653305003	-2.59331	0	0
ENST00000370005	3.5237709287621	3.20374037960418e-07	2.13840953995346e-06	2.58097	7.16427e-12	6.79457e-11
ENST00000370053	7.80095089070891	1.36203243861917e-05	7.29235602442078e-05	2.17293	6.07802e-05	0.000281196
ENST00000370361	6.96326697183781	0.00187803195011445	0.00708788210353602	Inf	0.000280839	0.00116913
ENST00000370466	-4.32561273032637	1.98276327219099e-19	3.53059782661104e-18	-2.9737	0	0
ENST00000370575	-3.06728039407082	1.01815360330801e-13	1.24340882527881e-12	-2.18456	0	0
ENST00000370602	6.73055495205467	0.0011276218468754	0.00444161024315129	Inf	1.49834e-06	8.59903e-06
ENST00000371826	-3.23111506889606	3.38159089703519e-92	5.58873705138749e-90	-2.33026	0	0
ENST00000372319	22.8732221085227	1.75242164965024e-06	1.06324109761149e-05	-2.35927	0	0
ENST00000372393	-2.55520469093797	1.59977386153611e-117	4.37165926518778e-115	-2.04666	0	0
ENST00000372504	7.80577358571437	6.66916054130136e-05	0.000325037667208048	Inf	3.52194e-06	1.93892e-05
ENST00000372829	4.57743294179276	0.0149193537216028	0.045259855211721	2.55227	0.0133089	0.0387302
ENST00000372903	7.31254044873074	0.00152936293958851	0.00586989530421958	Inf	8.49411e-09	6.18395e-08
ENST00000373226	-2.99343409128101	1.56405096576009e-09	1.34688944321306e-08	-2.03357	2.22045e-16	2.82954e-15
ENST00000373851	-6.26631107925676	0.00780318050913976	0.0255963610711026	Inf	0.00390712	0.0129922
ENST00000373966	6.21277894018329	0.0112995699942519	0.0353912995734626	Inf	2.07773e-05	0.00010267
ENST00000374024	3.05584352588736	3.19342984181295e-09	2.64760179134988e-08	2.07965	1.42395e-11	1.31895e-10
ENST00000374026	10.4451226005288	1.87748792681498e-12	2.06860945229914e-11	2.18412	0	0
ENST00000374792	-9.93499498920954	1.78106922945075e-10	1.66297397607716e-09	-2.42455	0	0
ENST00000374879	7.87790189359867	6.48307787701987e-05	0.000316415471981872	-3.46781	0	0
ENST00000375471	6.3207451738929	0.000135318438817495	0.000630025120000483	3.27409	7.99683e-05	0.00036303
ENST00000375931	6.78851840625033	0.00397328238928063	0.0140054398396099	3.10148	2.0089e-10	1.68632e-09
ENST00000375941	-2.83177474415833	0.0113768758744631	0.0356071702961125	-2.22154	0.000482258	0.00192088
ENST00000375975	7.99333669089414	0.000155387681635189	0.000715737652391726	2.21054	5.77316e-15	6.78924e-14
ENST00000376444	6.23720910729106	0.00485186929279269	0.0167766966275468	Inf	1.42024e-13	1.52525e-12
ENST00000377219	8.9967162427592	4.75144275223017e-07	3.10023215039132e-06	Inf	4.15581e-07	2.55407e-06
ENST00000377298	11.5373483871227	6.27594010603947e-15	8.40038539896651e-14	2.73183	0	0
ENST00000377495	3.80606165697591	0.0139882021507817	0.0427404383218838	2.63816	0.00940265	0.0285174
ENST00000378405	6.1990929504466	0.00531524199228904	0.0181875376874755	Inf	0.00406446	0.0134534
ENST00000378641	-10.0022889162511	1.16770246196288e-09	1.01763776287261e-08	-2.25573	0	0
ENST00000379073	-6.25562566752279	0.00807964975306242	0.0263747289396242	Inf	0.00689262	0.0216053
ENST00000379208	8.65346207587996	1.12081483242462e-07	7.84144217361713e-07	2.09064	0	0
ENST00000379242	-10.8405745304622	8.30351150005692e-13	9.45839527039088e-12	-3.80468	0	0
ENST00000379295	-2.93467839617214	0.0148535912673426	0.0450752192389945	-2.0569	3.62143e-08	2.48807e-07
ENST00000379582	3.06130044777514	0.00296080026118999	0.0107086996735479	2.0485	0.000118008	0.000522685
ENST00000379915	-7.46915636580512	0.000168237034751924	0.000769912478718801	-2.41799	0.000227512	0.000962599
ENST00000379931	-9.90377723677473	2.65445685904602e-06	1.56745994785005e-05	Inf	1.16442e-15	1.42449e-14
ENST00000380138	2.38396304278545	2.25209530299139e-30	6.83053080907278e-29	2.53759	0	0
ENST00000380405	23.4200289079358	9.85738587885674e-07	6.14972536746035e-06	Inf	7.81414e-05	0.000355139
ENST00000380807	7.77888672382204	1.76905885825836e-05	9.32150142954004e-05	Inf	4.79609e-17	6.26392e-16
ENST00000380883	6.41548423154555	0.00770683238926197	0.0253254642152197	Inf	9.96233e-06	5.15954e-05
ENST00000380902	4.79098877040117	0.00127909582405623	0.00498771471375415	2.62379	1.39276e-09	1.09096e-08
ENST00000381166	-9.90953622890256	9.90648045066859e-10	8.67170505672227e-09	-2.59773	0.000796201	0.0030455
ENST00000381310	-7.97935477130372	1.63687614728784e-05	8.64977630961984e-05	Inf	3.03335e-07	1.89382e-06
ENST00000381570	4.22557578025109	0.0143216860377739	0.0436820128901049	2.09498	1.5019e-10	1.2763e-09
ENST00000381902	-4.6925231524195	2.1071709210462e-08	1.60923955232084e-07	-4.03891	9.24543e-07	5.46183e-06
ENST00000381903	-7.96910777408223	1.7490245212677e-05	9.21945698758374e-05	-4.4374	0.00179786	0.00639545
ENST00000382276	4.96479596247713	0.00068802485790271	0.00282749941603853	Inf	1.16774e-08	8.39738e-08
ENST00000383320	-3.30308588859992	1.21912193372596e-39	5.45344657550024e-38	-2.35177	0	0
ENST00000383366	-3.24076250474619	0.000987476809233137	0.0039322406485117	-2.18222	0.00589847	0.0188157
ENST00000383795	-2.72603131344464	0.00299565796816811	0.0108276794030173	-2.06528	7.63738e-05	0.00034768
ENST00000389290	3.01910380054176	1.34580152480084e-10	1.2677174772868e-09	2.55853	5.19051e-12	4.97731e-11
ENST00000389329	6.52632808969857	0.00607104503558574	0.0204867151219179	-2.7859	0	0
ENST00000389350	-2.51500112005002	0.005517559576246	0.0187982525989865	-2.00109	0.00173295	0.00618854
ENST00000390543	6.86611036013984	0.000726410062755467	0.00297065013069357	Inf	4.45113e-06	2.41902e-05
ENST00000391720	8.07833418951577	3.34917775170474e-06	1.95221343077193e-05	2.23645	2.48362e-05	0.000121419
ENST00000392054	7.11745027373964	0.000806259712773999	0.00326958096863978	Inf	1.55551e-07	1.00066e-06
ENST00000392055	9.35903535456682	2.45379007060897e-09	2.06163184014635e-08	Inf	1.61857e-63	2.20003e-62
ENST00000392114	5.99529928075052	0.00991835544192152	0.0315995163565778	Inf	0.00212062	0.00743964
ENST00000392307	-2.68252852155481	1.90752980231895e-10	1.77265395771054e-09	-2.78503	6.66134e-16	8.28492e-15
ENST00000392321	-10.4016821273876	1.47674964685938e-11	1.50844893609619e-10	-3.26766	0	0
ENST00000392432	-9.13992290811805	1.96213916750956e-08	1.50180368894242e-07	-2.28658	3.53932e-09	2.66891e-08
ENST00000392583	-6.0691470183584	0.0161423955297995	0.0484587901481907	Inf	0.00200555	0.00706916
ENST00000392951	3.7315581627082	6.38295324718468e-14	7.93199052779366e-13	2.35728	0	0
ENST00000393066	-3.6276953072571	1.81006334648005e-19	3.2335112208964e-18	-2.58299	0	0
ENST00000393223	-2.85478667345185	0.00103225869172546	0.00409108843934845	-3.49174	1.6646e-07	1.06709e-06
ENST00000393477	-6.94644382919103	0.00908265379899832	0.0292441956197333	Inf	4.14641e-05	0.000196242
ENST00000393751	4.56779454236912	0.00624954955789521	0.0210350692436473	2.4311	1.90409e-05	9.46841e-05
ENST00000394617	-9.66790930471481	1.39034851640525e-09	1.20444504246029e-08	Inf	0.000552615	0.00217983
ENST00000394645	6.39113875417612	0.00324154239542706	0.0116477763460209	Inf	2.78458e-05	0.000135113
ENST00000395120	3.16247584573964	4.91516336219628e-06	2.79592969490143e-05	2.17475	1.75156e-09	1.3592e-08
ENST00000395145	4.7488782317528	0.0105596675485128	0.0333577686092425	2.49271	0.0157997	0.0450821
ENST00000395314	-12.2897703776149	8.5273951747522e-17	1.30174837844669e-15	Inf	7.10106e-10	5.68976e-09
ENST00000395348	3.26092139252776	0.000274996428783403	0.00121031756249752	2.9388	3.71103e-05	0.000176909
ENST00000395452	-2.22478159721632	1.49305019482785e-39	6.6679911613671e-38	-2.02713	0	0
ENST00000395807	3.71457045121837	0.000589811617189449	0.00245429029206225	2.20693	0.0024595	0.00851663
ENST00000396092	7.11317332815075	0.000300016896424597	0.00131206882289952	Inf	0.00056145	0.0022125
ENST00000396113	-5.77955140107459	1.26639490434046e-05	6.80804428511816e-05	-2.27898	0.00115792	0.00429014
ENST00000396133	-9.54799738579358	2.65393136741544e-09	2.22099774835252e-08	-2.2268	0	0
ENST00000396431	10.4267739968609	2.42071332505572e-12	2.65020578229027e-11	Inf	2.90454e-32	3.85055e-31
ENST00000396435	7.19217133802164	0.000324638377626711	0.00141169359106621	2.4335	2.56631e-05	0.000125198
ENST00000396439	-6.49698110627425	7.97404374075449e-07	5.03739087307905e-06	-2.58996	0.0163737	0.0465392
ENST00000396545	8.68714905607649	1.7195497618542e-05	9.07101938592811e-05	Inf	2.47087e-08	1.72393e-07
ENST00000396712	-8.24419721014227	1.10325773003373e-05	5.97408541277829e-05	Inf	2.89742e-13	3.04849e-12
ENST00000396799	10.7404527997134	6.12248891560157e-12	6.47932109166423e-11	4.54633	2.22045e-16	2.82464e-15
ENST00000396890	8.33932906261592	2.50925013021934e-06	1.48776162393241e-05	Inf	0.00244202	0.00846008
ENST00000397105	3.08318250582683	0.00842075781713943	0.0273523497414438	2.06938	0.000839099	0.00319406
ENST00000397109	22.3775921053022	1.91394942300102e-08	1.46613944143292e-07	Inf	2.31867e-05	0.00011381
ENST00000397464	-6.54091790598589	0.0132916819466682	0.0408792535912684	Inf	0.00219964	0.00769175
ENST00000397494	3.09148156118873	0.00863448798439573	0.0279905882510362	2.17191	0.000961261	0.00361688
ENST00000397976	-7.60469335010233	0.000201505221262887	0.000909640841814799	-3.66238	0	0
ENST00000398398	4.85895676968359	0.00989559523555758	0.0315342833969968	Inf	1.17524e-05	6.02292e-05
ENST00000398848	6.93914000429377	0.00055304911372719	0.00231170006646531	2.32936	0.000414632	0.00167208
ENST00000399413	-5.05411963871054	0.00124901905051863	0.00487663400683466	-2.87669	2.60695e-06	1.45409e-05
ENST00000399881	-3.95038049772146	1.60041564984096e-06	9.7616512564885e-06	-2.64645	9.01697e-09	6.5527e-08
ENST00000399955	7.76619900050148	8.89118862433727e-05	0.000425888243720425	2.82731	4.87209e-10	3.95778e-09
ENST00000399986	9.1031507628563	3.87604330438468e-08	2.86960287556377e-07	2.37173	5.64999e-11	4.975e-10
ENST00000401605	4.2209284865117	0.00659021469775167	0.0220740201041197	2.51034	4.5921e-12	4.42177e-11
ENST00000401630	7.214532421823	0.000349008720860208	0.00151029173655405	4.45162	2.72964e-05	0.000132579
ENST00000402203	7.72253327918522	2.3051439061902e-05	0.000119561212018069	Inf	5.02558e-14	5.55285e-13
ENST00000402257	-2.10028929417006	8.2490078716742e-12	8.64108597311741e-11	-4.32289	1.73417e-13	1.85201e-12
ENST00000403662	5.99174888841054	0.00931376275918132	0.029890680482954	Inf	0.00032646	0.00134181
ENST00000403710	3.75167031378004	7.27360765079814e-11	6.98995721316256e-10	3.89124	7.2113e-08	4.81697e-07
ENST00000404514	2.63521759426442	0.00539030198297401	0.0184077008497312	3.05477	0	0
ENST00000404925	8.75247107773935	1.94029058498333e-07	1.32357934121453e-06	Inf	3.1117e-37	4.1489e-36
ENST00000404984	-10.8152033045785	8.90752032118564e-13	1.00964090704199e-11	-2.37346	0	0
ENST00000405217	-7.30086893796138	0.000330856759227095	0.00143714928465027	-2.23073	7.77582e-07	4.62778e-06
ENST00000405300	-4.42073544588929	0.00785915232484334	0.025761591943667	-2.05012	3.84883e-08	2.63731e-07
ENST00000405384	8.37723819069568	5.76099652285328e-07	3.70292277668259e-06	2.30869	0.000220271	0.000933937
ENST00000405938	10.3862453194454	4.95462149538664e-12	5.27982831168615e-11	2.15542	0	0
ENST00000406070	8.85721289299845	1.2646603242968e-07	8.79652846537092e-07	2.04758	3.83443e-07	2.36481e-06
