GeneID.exonNumber	Refactor_log2FC	Refactor_pvalue	Refactor_padj	Dominissini_log2FC	Dominissini_pvalue	Dominissini_padj
ENSG00000153246:E005	-2.97430117829166	3.34287659874638e-06	0.000522350382326205	-4.56081679500316	0.000183244906747038	0.0450782470597713
ENSG00000153246:E008	-2.60938027956227	1.43707697046594e-08	3.87525347998992e-06	-2.70877462581422	8.97102549557438e-05	0.0256146851618216
ENSG00000153246:E014	-2.11877213097055	0.000529099052751033	0.0372582773137668	-30.2810362526878	0.000143590887759948	0.0376101322791407
ENSG00000166263:E016	3.05758041715556	1.91405691312364e-11	8.36468806765559e-09	3.32191326876456	4.6477344346485e-06	0.00225460174648951
ENSG00000169851:E006	3.26029596894572	8.2944470862476e-10	2.90770858311764e-07	2.92722646823429	0.000187924814260554	0.0459915145819284
ENSG00000169851:E007	2.8860208638052	3.1118566654679e-12	1.4672859127486e-09	2.55787383582671	2.6408679452139e-06	0.00136834377854492
ENSG00000171763:E003	2.00009011158155	3.28053763564168e-10	1.23313039172099e-07	2.13272698590232	1.73866940769152e-05	0.00687363611700215
ENSG00000175066:E009	-2.39426375665991	2.69994280576842e-24	4.63178060609153e-21	-2.20477796080665	5.76710568189753e-10	8.18403941983784e-07
ENSG00000203485:E008	2.21543055533743	3.14363955685008e-17	2.64029701905484e-14	2.2891974410176	1.17089671292092e-11	2.34374081195386e-08
ENSG00000001497:E007	2.01676808808212	1.26411652745409e-09	4.27356190742539e-07	NA	NA	NA
ENSG00000002746:E032	-11.8188495182422	0.000662527941668193	0.0443310916255309	NA	NA	NA
ENSG00000003393:E018	NA	NA	NA	-3.47753971147249	0.00019760930800139	0.0475459185974848
ENSG00000004866:E006	2.36409136872286	0.000160423771763964	0.0143799981028979	NA	NA	NA
ENSG00000006611:E008	NA	NA	NA	-31.2081185036039	6.86677202738073e-05	0.0208257039104093
ENSG00000007341+ENSG00000116489:E020	NA	NA	NA	2.17389548955429	0.000104047117196249	0.0291390157758531
ENSG00000008838:E024	NA	NA	NA	-2.42510563107046	3.97652488336453e-05	0.0134869999786509
ENSG00000010017:E011	NA	NA	NA	-3.15322413763907	2.02899723689143e-08	2.00953154465e-05
ENSG00000010292:E002	NA	NA	NA	-2.99789297746956	1.7922108241919e-10	2.86389265467801e-07
ENSG00000015479:E018	NA	NA	NA	-2.40725036394962	0	0
ENSG00000017483:E019	3.36912098379524	2.7879743856494e-05	0.00337524905015804	NA	NA	NA
ENSG00000020256:E002	2.10832961197806	5.8819447533202e-05	0.00627737026492991	NA	NA	NA
ENSG00000023287:E005	NA	NA	NA	-2.35792710464013	1.41104593952557e-05	0.00585855182900225
ENSG00000039139:E072	11.8501653323846	0.000655885257431623	0.0440327830320186	NA	NA	NA
ENSG00000049167+ENSG00000215032:E009	NA	NA	NA	33.5195203426116	2.82062280969608e-05	0.0101392059025744
ENSG00000050393:E005	NA	NA	NA	-2.16141183990142	1.66538893786594e-10	2.70672674911719e-07
ENSG00000051108:E004	NA	NA	NA	-2.64442924005621	1.01697983367899e-10	1.69637588783096e-07
ENSG00000064933:E009	2.2091648719144	0.000705409838756036	0.0463020294279747	NA	NA	NA
ENSG00000065328:E001	NA	NA	NA	33.6814841612115	0.000141655509216965	0.0372416403387371
ENSG00000066697:E016	2.10084913940519	3.04282812148262e-09	9.34629289931514e-07	NA	NA	NA
ENSG00000067829:E005	2.09155031926479	0.000151197799678462	0.0136822978566495	NA	NA	NA
ENSG00000068400:E027	NA	NA	NA	29.3484834406816	1.7240594837431e-05	0.0068406139682549
ENSG00000070540+ENSG00000141337:E003	NA	NA	NA	-32.603949653904	1.08812770062139e-05	0.00467079429559282
ENSG00000070540+ENSG00000141337:E011	NA	NA	NA	-2.21796501779259	2.45581333047085e-13	6.48600765688438e-10
ENSG00000070961:E017	NA	NA	NA	2.65314468751668	3.27311299841426e-07	0.000230521711686096
ENSG00000071243:E012	-2.33122132159155	0.000111325711237465	0.0105725332996061	NA	NA	NA
ENSG00000072506:E008	NA	NA	NA	-3.43919088504756	3.4868402609689e-09	4.25032416888029e-06
ENSG00000072518:E008	NA	NA	NA	-3.13758673031056	3.30613088850296e-06	0.00169001945563426
ENSG00000074696:E005	NA	NA	NA	-2.26537116818093	1.74250800233366e-07	0.000132540734683106
ENSG00000078369:E009	NA	NA	NA	-2.77342904166336	0	0
ENSG00000079785:E020	NA	NA	NA	-2.98505556966171	0	0
ENSG00000079950:E003	4.39320236051694	8.142581710527e-05	0.00813038044257686	NA	NA	NA
ENSG00000082153:E023	11.8316693472084	0.000613976587741705	0.0417821098831903	NA	NA	NA
ENSG00000084623:E001	NA	NA	NA	-4.9779048972267	0	0
ENSG00000084754:E019	NA	NA	NA	-2.774387294364	4.02696688639459e-06	0.00200460724917022
ENSG00000085832:E007	NA	NA	NA	-4.24405774972033	0.000198983277496456	0.0477755834370847
ENSG00000088367:E032	-12.3663114831087	0.000607691634904854	0.041488203921036	NA	NA	NA
ENSG00000089157:E009	NA	NA	NA	-4.27477474524543	6.48006886780905e-05	0.0198747892865296
ENSG00000092010+ENSG00000100908:E002	NA	NA	NA	-4.42000764692279	9.62472907595213e-07	0.000563144378961509
ENSG00000092295:E012	-2.37436362403957	9.50039107554399e-05	0.0092905643666469	NA	NA	NA
ENSG00000092377:E014	NA	NA	NA	2.44708825927215	7.0336459717546e-05	0.0210962784021595
ENSG00000093010:E005	2.30612261900485	0.000480071431673795	0.0345450062154631	NA	NA	NA
ENSG00000093010:E008	3.225153866647	1.0525612390403e-10	4.18063843066897e-08	NA	NA	NA
ENSG00000095319:E002	NA	NA	NA	-2.40318349617633	2.15962675742531e-07	0.000159174536797862
ENSG00000096063:E006	NA	NA	NA	-2.73887048789623	4.43913175789401e-05	0.0146330428208237
ENSG00000100068:E010	-2.49563952009123	2.8322383482572e-05	0.00341857104463517	NA	NA	NA
ENSG00000100109:E001	-3.26174480970555	0.000154999218218881	0.0139792303867675	NA	NA	NA
ENSG00000100865:E005	NA	NA	NA	-3.98297359660115	7.13928777495987e-06	0.00328714935765331
ENSG00000102452:E045	2.00078239159295	8.90157990607332e-05	0.00876879030234314	NA	NA	NA
ENSG00000103254:E007	2.35201478095133	0.00034374864778684	0.0266025659634467	NA	NA	NA
ENSG00000103319:E005	NA	NA	NA	-33.4216194435845	2.29362790449272e-05	0.00865380347346284
ENSG00000103544:E015	NA	NA	NA	-4.73840328178592	0.000114386206768957	0.0314782233093652
ENSG00000104728:E017	-3.09331432055494	3.51185649578391e-05	0.00410670743145121	NA	NA	NA
ENSG00000105372:E001	NA	NA	NA	-3.18797354384782	0	0
ENSG00000106351:E016	-3.85287190596773	0.000232621602023267	0.0193660786262613	NA	NA	NA
ENSG00000107521:E017	3.44596847338697	0.000380773545199347	0.0288140686775018	NA	NA	NA
ENSG00000108825:E014	2.06725557338385	5.45591685460699e-05	0.00591270322674875	NA	NA	NA
ENSG00000108883:E022	NA	NA	NA	37.1895817416068	0	0
ENSG00000109917:E008	NA	NA	NA	-2.12037760196698	9.88215835880935e-05	0.0277983945147111
ENSG00000109944:E006	-2.04216418625685	9.93429200684063e-06	0.00136921714567445	NA	NA	NA
ENSG00000111144:E012	NA	NA	NA	-36.7533515314869	4.70157246468261e-12	9.8246331509793e-09
ENSG00000111799:E019	NA	NA	NA	-3.34518854476624	0	0
ENSG00000111799:E021	NA	NA	NA	-3.46830219252609	0	0
ENSG00000112394:E009	-4.02312474193253	9.00929757856045e-07	0.000162507976389653	NA	NA	NA
ENSG00000112414:E012	NA	NA	NA	-2.1104884933904	4.36733228724728e-05	0.0144683479630378
ENSG00000112701:E014	NA	NA	NA	31.1642739647019	4.52911519510657e-07	0.000306493767712126
ENSG00000113141+ENSG00000170458:E018	NA	NA	NA	-4.25505941577858	0.000144973623002143	0.037843746517656
ENSG00000113719:E008	2.41797539456214	0.000391637746844461	0.0294839961627657	NA	NA	NA
ENSG00000113971:E008	-2.08860595668	2.66326623479503e-15	1.79695810247103e-12	NA	NA	NA
ENSG00000115020:E040	NA	NA	NA	-3.16182776126103	1.51531796610538e-06	0.000833313466073269
ENSG00000115526:E010	2.24495047213098	0.000475434218969345	0.0342571810914024	NA	NA	NA
ENSG00000115685:E018	-2.14387728891608	2.37940509013161e-13	1.31403460967275e-10	NA	NA	NA
ENSG00000115738:E001	13.0793621281987	1.42366257322704e-06	0.000243195952577803	NA	NA	NA
ENSG00000115942:E012	NA	NA	NA	-37.2425286865987	2.62985318078002e-07	0.000189427129223775
ENSG00000116898:E005	NA	NA	NA	-2.22542845118936	4.14506207135901e-11	7.50682584157606e-08
ENSG00000117528:E010	2.36053338008675	4.91716828718345e-05	0.00540881803311479	NA	NA	NA
ENSG00000117868:E003	NA	NA	NA	-2.20101373604494	2.32036612146658e-14	7.23338001517773e-11
ENSG00000118257:E003	2.06650192508578	8.51727534592036e-07	0.000154497051488462	NA	NA	NA
ENSG00000118640:E004	-2.14915551145536	0.000169411185276819	0.0150434520459082	NA	NA	NA
ENSG00000119125:E009	-3.04386822763351	0.000594324262632013	0.0408736018140204	NA	NA	NA
ENSG00000119977:E010	NA	NA	NA	36.04503443294	7.07053937620827e-09	8.05101572874858e-06
ENSG00000120029:E016	NA	NA	NA	-33.4109467029739	4.98763906991995e-05	0.0160752452586074
ENSG00000120029:E025	2.54487555863592	7.71684505099447e-05	0.0078116949104411	NA	NA	NA
ENSG00000120549:E019	2.36032991630097	0.000284823452674091	0.0229880181838431	NA	NA	NA
ENSG00000121644:E008	NA	NA	NA	-3.49836910149501	0.000170846062661378	0.0426908614764289
ENSG00000122497:E015	NA	NA	NA	-34.398332414092	0	0
ENSG00000122497:E018	NA	NA	NA	-4.14494374961917	3.05216784068918e-08	2.89467933345621e-05
ENSG00000123130:E022	-2.94488253697634	9.2348853529947e-07	0.000165615156182926	NA	NA	NA
ENSG00000123352:E005	3.28850764989368	0.000401309685120276	0.030071745912233	NA	NA	NA
ENSG00000123989:E003	-3.14142083286947	2.73265990447368e-13	1.49885466284223e-10	NA	NA	NA
ENSG00000124201+ENSG00000124228+ENSG00000177410:E042	NA	NA	NA	-2.32685453505268	1.68249199018478e-05	0.00674977451201596
ENSG00000124201+ENSG00000124228+ENSG00000177410:E045	NA	NA	NA	-2.22073137650539	0.000203547710335816	0.0485685677433228
ENSG00000124588:E008	2.27083448489355	0.000170414577535323	0.0151159042597311	NA	NA	NA
ENSG00000125868:E002	2.09836843992947	8.03457552061861e-08	1.82741830649353e-05	NA	NA	NA
ENSG00000126746+ENSG00000219410:E006	NA	NA	NA	-2.06314405220257	5.66239477529651e-05	0.0177975151352204
ENSG00000127022:E019	NA	NA	NA	-2.01473362721301	0	0
ENSG00000128422:E006	NA	NA	NA	-8.07787614307743	3.39822488149011e-07	0.000237573399637646
ENSG00000129422+ENSG00000104213:E004	NA	NA	NA	3.47115577786622	3.20164744160856e-07	0.00022717122171694
ENSG00000129422+ENSG00000104213:E008	NA	NA	NA	4.22317832458898	3.44169137633799e-15	1.23483990328619e-11
ENSG00000129473:E001	12.5777779107769	1.33956847891351e-05	0.00177937507226223	NA	NA	NA
ENSG00000130177:E008	NA	NA	NA	-5.35442701802309	5.2220006097059e-11	9.19449251796717e-08
ENSG00000130270:E027	2.74837903153679	0.000416194902630192	0.03097956649765	NA	NA	NA
ENSG00000130477:E002	-3.16689623011309	3.00326935944882e-05	0.00359807734298662	NA	NA	NA
ENSG00000130477:E003	-3.54620183719439	8.21519221740176e-06	0.00115347627002812	NA	NA	NA
ENSG00000130707:E006	2.55503279920871	1.69388654725003e-06	0.00028394257467406	NA	NA	NA
ENSG00000130811+ENSG00000221830+ENSG00000221848+ENSG00000130810:E033	NA	NA	NA	-3.19368694271357	5.0759851433213e-08	4.42770267377841e-05
ENSG00000130811+ENSG00000221830+ENSG00000221848+ENSG00000130810:E034	NA	NA	NA	-2.05682496400247	8.62414584190674e-11	1.490863931823e-07
ENSG00000131018:E108	12.5573712345166	8.4860880843257e-05	0.00841604915315002	NA	NA	NA
ENSG00000131018:E110	2.94301431374174	5.79571931119276e-05	0.00620879952966314	NA	NA	NA
ENSG00000131018:E112	3.38552545774723	4.1379055410978e-05	0.00468499320150706	NA	NA	NA
ENSG00000131018:E114	4.24067677653777	2.02596227971385e-05	0.00255037178221777	NA	NA	NA
ENSG00000131018:E115	2.85737802138906	2.07819604192264e-05	0.0026140853145738	NA	NA	NA
ENSG00000131018:E117	4.18325409954872	3.58507410209628e-05	0.00417416519534904	NA	NA	NA
ENSG00000131018:E118	4.64051715458063	3.2819487999963e-07	6.42998324383807e-05	NA	NA	NA
ENSG00000131018:E119	3.56383052988849	6.54430227318925e-06	0.000946476319255563	NA	NA	NA
ENSG00000131018:E121	4.75968334316527	1.42275671995703e-07	3.03881990922955e-05	NA	NA	NA
ENSG00000131508:E004	12.1870088192588	0.000538638390979756	0.0378117733940053	NA	NA	NA
ENSG00000131885:E005	NA	NA	NA	-7.13988812912264	4.22176071879221e-10	6.27188730284445e-07
ENSG00000132142:E064	-2.16098420027368	1.39826958789955e-07	2.99445095890446e-05	NA	NA	NA
ENSG00000132849:E044	-2.15739892236476	0.000179499516529396	0.0157828424408383	NA	NA	NA
ENSG00000133030:E006	3.04771349540896	1.48193021038492e-07	3.1544941271272e-05	NA	NA	NA
ENSG00000133112:E013	2.88365015500313	2.73626076487237e-06	0.00043515181303924	NA	NA	NA
ENSG00000133131:E007	NA	NA	NA	3.34214666005913	1.03619074431904e-08	1.13241356067943e-05
ENSG00000134376:E011	-2.819692747136	0.000363966636293988	0.0277900245433219	NA	NA	NA
ENSG00000134802:E010	NA	NA	NA	-2.02336149647424	2.91436206278917e-08	2.78487065897418e-05
ENSG00000135829:E007	NA	NA	NA	-2.00809535569474	5.51494294676047e-10	7.88504151030134e-07
ENSG00000136531:E030	3.89808666676964	0.000617937511271751	0.042005460529591	NA	NA	NA
ENSG00000136636:E009	2.79351806030983	2.2726466785364e-05	0.00282561648486833	NA	NA	NA
ENSG00000137403:E015	2.57786651559707	0.000645731696974551	0.0435870246926422	NA	NA	NA
ENSG00000137420:E004	NA	NA	NA	-5.65055670079896	0	0
ENSG00000137878:E005	-2.10320438549165	4.06531977860042e-08	9.87297194062569e-06	NA	NA	NA
ENSG00000137878:E007	-2.0970281982519	3.97323779631259e-09	1.19092264044196e-06	NA	NA	NA
ENSG00000137878:E010	NA	NA	NA	-33.3679431930456	0.000154401223581013	0.0396765241536734
ENSG00000137878:E011	-2.00704422015444	1.81860948004477e-05	0.00232750259946872	NA	NA	NA
ENSG00000138029:E006	NA	NA	NA	-2.13504406332665	1.0554408012009e-06	0.000611885084207373
ENSG00000138172:E005	2.50790337363011	0.000219316926005628	0.0184682030568227	NA	NA	NA
ENSG00000138185:E010	3.14460876935958	6.81678618024829e-05	0.00712880224289545	NA	NA	NA
ENSG00000138777:E012	4.30391146985504	6.700212762647e-05	0.00702968711567294	NA	NA	NA
ENSG00000139163:E004	3.20657708881601	0.000364948587764118	0.0278254748773836	NA	NA	NA
ENSG00000140323:E001	-3.03773749895871	1.25705878513061e-05	0.00168785000476762	NA	NA	NA
ENSG00000140367:E010	NA	NA	NA	5.08427922995386	1.56541446472147e-13	4.31414614177544e-10
ENSG00000140479:E025	3.24364531930656	9.93649971536965e-05	0.00964683968152366	NA	NA	NA
ENSG00000141510:E011	NA	NA	NA	33.2659344561689	1.77462109878235e-05	0.00694358845477888
ENSG00000142459:E014	2.71650087386176	0.000477128440619715	0.0343639026696981	NA	NA	NA
ENSG00000142794:E020	NA	NA	NA	2.9595030910681	0.000147632754509353	0.0383518433497124
ENSG00000142794:E021	NA	NA	NA	33.5216283970205	5.20978815643502e-11	9.19449251796717e-08
ENSG00000143321:E014	-2.25160168573311	0.00044846153878675	0.0328000695647789	NA	NA	NA
ENSG00000143569:E010	NA	NA	NA	-2.68214026527125	1.06616552253413e-08	1.15193126951163e-05
ENSG00000143850:E020	-2.79716811778616	0.000127879715220849	0.0118651479384831	NA	NA	NA
ENSG00000144320:E009	NA	NA	NA	-4.18616838723954	3.85646173883814e-08	3.49208119682849e-05
ENSG00000144320:E010	NA	NA	NA	-2.39961280408351	1.84117014621066e-05	0.00717445148899849
ENSG00000144455:E002	2.43290093361312	1.27587908196351e-06	0.000220757198497073	NA	NA	NA
ENSG00000144674+ENSG00000176354:E009	NA	NA	NA	-2.40009068237777	1.92351416683501e-07	0.000144004569660241
ENSG00000145495:E011	NA	NA	NA	-34.5983059617175	0	0
ENSG00000145734:E027	NA	NA	NA	-5.05588220737935	1.58211535939978e-05	0.00644222467907375
ENSG00000146247:E032	NA	NA	NA	-4.58205463810593	0.000160413325935749	0.0407261378281577
ENSG00000146648:E018	2.20905426154325	6.66177681423254e-07	0.000123620806157596	NA	NA	NA
ENSG00000147679:E004	12.7451359479488	0.000602240402359182	0.0412032595687895	NA	NA	NA
ENSG00000149483:E001	NA	NA	NA	-2.92692532203536	6.70151504692518e-05	0.0204550031828764
ENSG00000149591:E004	-3.23368128755654	2.93582133650054e-07	5.84474909977042e-05	NA	NA	NA
ENSG00000151148:E009	2.32887511527642	0.000644909527307379	0.0435497573511446	NA	NA	NA
ENSG00000151465+ENSG00000065665+ENSG00000165609:E051	NA	NA	NA	-6.74520210374661	0	0
ENSG00000151465+ENSG00000065665+ENSG00000165609:E054	NA	NA	NA	-2.05648490543235	1.19003695786546e-11	2.35724008160187e-08
ENSG00000152042:E006	NA	NA	NA	-3.94660514793335	0	0
ENSG00000152042:E007	NA	NA	NA	-3.71087338397787	7.66963836207335e-06	0.00347248355155987
ENSG00000152042:E010	NA	NA	NA	-3.06901921819306	1.5090595439915e-11	2.92816066088097e-08
ENSG00000153246:E006	-2.0653299546864	4.02753745373989e-05	0.00458465813274071	NA	NA	NA
ENSG00000153246:E007	-2.80278094987671	2.67784052017655e-05	0.00326150458159086	NA	NA	NA
ENSG00000153246:E013	NA	NA	NA	-4.73026465034937	8.95785767927038e-05	0.0256146851618216
ENSG00000153815:E007	NA	NA	NA	-2.6780928807598	5.91624634239674e-05	0.0185036442759454
ENSG00000153944:E012	NA	NA	NA	2.00353943165249	0	0
ENSG00000154305:E035	NA	NA	NA	-2.40447405585527	0.000196159803937945	0.04739574709975
ENSG00000155657:E144	12.7341046653068	4.80034002773583e-05	0.00529475535015475	NA	NA	NA
ENSG00000156170:E004	-3.26764527075925	8.59189390304856e-09	2.42646519617829e-06	NA	NA	NA
ENSG00000156170:E005	-4.04041336310095	0.000231782545617774	0.0193125026132333	NA	NA	NA
ENSG00000156170:E006	-13.7939563501631	0.000341079905891319	0.0264979859442354	NA	NA	NA
ENSG00000156170:E007	-5.43433643666898	2.53880612628962e-09	7.91379032442112e-07	NA	NA	NA
ENSG00000156531:E006	NA	NA	NA	2.05872431516215	5.14097530512903e-06	0.00246868076280991
ENSG00000156787:E008	2.36012312739229	0.000209902103906646	0.0177775175797153	NA	NA	NA
ENSG00000159131:E025	NA	NA	NA	-2.35145869523796	0.000157944543055066	0.040314655594987
ENSG00000160191:E007	3.57810113718748	0.000544809535795733	0.0381314653313144	NA	NA	NA
ENSG00000160948:E002	2.01627169543746	8.45673840868996e-06	0.00118378187700393	NA	NA	NA
ENSG00000161526:E004	NA	NA	NA	2.24067556617154	4.26096352768024e-06	0.00209910959196015
ENSG00000161526:E005	NA	NA	NA	-2.67261637677968	7.33357734195028e-06	0.00336033349443514
ENSG00000163017:E011	2.6845834201828	0.000324284417276145	0.0255463881588259	NA	NA	NA
ENSG00000163110:E004	-3.35182225372427	8.41608895677489e-05	0.00836721130081138	NA	NA	NA
ENSG00000163110:E015	NA	NA	NA	32.5948599806895	4.68438662304393e-08	4.16249341805976e-05
ENSG00000163806+ENSG00000171103:E008	NA	NA	NA	2.85586241804473	1.56427592207242e-05	0.00638325280664051
ENSG00000164190:E032	NA	NA	NA	-2.33944543494891	1.46121085231599e-08	1.50195099056596e-05
ENSG00000164307+ENSG00000153113:E018	NA	NA	NA	-7.82534528587602	3.16352166684908e-10	4.85136252519909e-07
ENSG00000164941+ENSG00000175305:E033	NA	NA	NA	-2.0224330008312	3.85305325645291e-07	0.000265466993166874
ENSG00000165240:E022	2.95147404335533	0.000127420103683535	0.0118419502795289	NA	NA	NA
ENSG00000165338:E002	4.0931320670839	9.60512687030251e-05	0.00937025740381877	NA	NA	NA
ENSG00000165704:E006	NA	NA	NA	35.2350471752088	2.00950367457153e-14	6.36871999581956e-11
ENSG00000165732:E014	NA	NA	NA	-2.04570756613904	6.02759316903345e-08	5.18640299473784e-05
ENSG00000166532:E001	-3.4727570680707	9.27263100748886e-06	0.00129238196283979	NA	NA	NA
ENSG00000166855:E009	NA	NA	NA	4.27539013012185	6.21118889654326e-09	7.24605679870475e-06
ENSG00000167972:E033	2.25867876274103	0.000390910651816008	0.0294567616310962	NA	NA	NA
ENSG00000168010:E009	-3.82415888868102	5.86927253605978e-05	0.00626799437496641	NA	NA	NA
ENSG00000168542:E012	NA	NA	NA	-30.9987157433523	7.93462867632044e-08	6.56014399926845e-05
ENSG00000168542:E038	NA	NA	NA	-30.6439349710995	2.0425324639417e-06	0.00110029430107146
ENSG00000168702:E088	2.4176837367468	0.000581392966615977	0.0401861410246718	NA	NA	NA
ENSG00000168958:E007	2.06031494611375	3.17535984673629e-12	1.49286349319242e-09	NA	NA	NA
ENSG00000168958:E008	2.16937410733403	1.71121123424266e-06	0.000285664787412062	NA	NA	NA
ENSG00000169604:E002	2.64754550551503	9.37450030722089e-05	0.00917858634208759	NA	NA	NA
ENSG00000170291+ENSG00000181885:E017	NA	NA	NA	-2.00624345520669	4.30520619154606e-10	6.34627441063578e-07
ENSG00000170291+ENSG00000181885:E018	NA	NA	NA	-2.30569925566794	1.26343380202343e-13	3.5858514167936e-10
ENSG00000170906:E003	NA	NA	NA	33.4114899193588	0.000121600314795023	0.032892279745081
ENSG00000170906:E004	NA	NA	NA	34.600948041994	5.45746059454899e-09	6.52691692917136e-06
ENSG00000171148+ENSG00000214021+ENSG00000206570:E014	NA	NA	NA	-6.10116453399102	3.75814157571597e-10	5.67175147424601e-07
ENSG00000171603:E017	3.7963484792732	0.000192668695806173	0.0165880237844697	NA	NA	NA
ENSG00000171735:E025	-13.2702291974772	7.50388193366535e-05	0.00765376972080334	NA	NA	NA
ENSG00000171931:E017	2.17249619151448	8.72233641804052e-05	0.00862382909932788	NA	NA	NA
ENSG00000172354:E007	NA	NA	NA	2.64152743546829	1.11022302462516e-16	4.49186787056746e-13
ENSG00000173715:E008	-2.01682672590064	0.000721175206337482	0.0470939220463887	NA	NA	NA
ENSG00000173786+ENSG00000187595+ENSG00000168256+ENSG00000168259:E009	NA	NA	NA	-2.01640204672833	2.31190241390955e-05	0.00870547998463787
ENSG00000174428:E003	2.0698291411512	1.33237452056236e-08	3.62932517629805e-06	NA	NA	NA
ENSG00000174428:E015	-2.85942392676176	1.02555101463344e-05	0.00140867381190596	NA	NA	NA
ENSG00000175175+ENSG00000108395:E025	NA	NA	NA	-2.12738691426186	0.00020313393314797	0.0485685677433228
ENSG00000175426:E011	-13.1976585297383	0.000685697239644392	0.0453916935429291	NA	NA	NA
ENSG00000175471:E013	13.4382094173196	1.11565534955171e-05	0.00152078064546077	NA	NA	NA
ENSG00000175471:E014	2.95261419325528	6.99016157932838e-05	0.00725833532491523	NA	NA	NA
ENSG00000175471:E015	2.00544026001514	7.17447750796894e-05	0.00740205946244437	NA	NA	NA
ENSG00000175471:E021	2.35846372988736	0.000125828300643436	0.0117152541022859	NA	NA	NA
ENSG00000177189:E019	NA	NA	NA	-5.50423011949345	3.05977465586693e-12	6.68782332195798e-09
ENSG00000179399:E007	-2.07111156099041	5.80742431726476e-05	0.0062101699638825	NA	NA	NA
ENSG00000180900:E003	-2.43737848512702	7.35959407097978e-05	0.00754477699108746	NA	NA	NA
ENSG00000182185:E015	-2.57878923054984	0.000209683419627461	0.0177731363338828	NA	NA	NA
ENSG00000182473:E021	2.66884518655337	3.8422247794948e-05	0.00443197055430453	NA	NA	NA
ENSG00000183214:E003	-2.27826347800036	1.63610085033537e-07	3.44431267523997e-05	NA	NA	NA
ENSG00000183291:E007	4.10788833320248	5.08028034954417e-05	0.00556546092803529	NA	NA	NA
ENSG00000183576:E006	2.01358786043804	9.5977210675042e-05	0.00936870038682562	NA	NA	NA
ENSG00000183735:E016	NA	NA	NA	-4.00993771779655	2.17769080546049e-09	2.76070218789837e-06
ENSG00000184058:E010	2.02904447402062	9.57004431404937e-10	3.31168713732827e-07	NA	NA	NA
ENSG00000184058:E011	3.16218760009757	1.34547207039772e-06	0.000231556174096259	NA	NA	NA
ENSG00000184444:E003	-2.35874246529324	1.93480983062387e-11	8.43252874774985e-09	NA	NA	NA
ENSG00000184470+ENSG00000093010:E042	NA	NA	NA	2.97084879052511	5.26528942701443e-06	0.00251567062025681
ENSG00000184661:E021	-2.87955570815183	0.000100583702072778	0.00972417663600244	NA	NA	NA
ENSG00000186275+ENSG00000168614:E013	NA	NA	NA	-2.14484091281712	3.33066907387547e-16	1.31948618697919e-12
ENSG00000186635:E007	-4.05186831850569	0.000601431244133383	0.0411659007719517	NA	NA	NA
