GeneID.intronNumber	Refactor_log2FC	Refactor_pvalue	Refactor_padj	Dominissini_log2FC	Dominissini_pvalue	Dominissini_padj
ENSG00000180104:2	2.3511533715153	3.65475243229064e-11	3.43783810301105e-09	2.81158546148115	0.000636653031215416	0.0336272793666866
ENSG00000180104:3	2.05070126092125	9.12874539845419e-16	1.64398397978129e-13	2.4345964280246	1.954300066917e-05	0.00186016178027423
ENSG00000187257:2	2.2781024621005	6.75931708953605e-31	4.80707993396272e-28	3.52697207537245	1.00337283863205e-12	4.19303696273078e-10
ENSG00000188014:10	-2.1218069161777	3.19009862172528e-16	6.1946167236302e-14	-2.8889340238077	6.73273612546832e-10	1.80007780298829e-07
ENSG00000196455:19	2.79047222860308	7.27185288417698e-08	3.57997678034736e-06	3.49467126902541	0.000610947221148936	0.0325388724807361
ENSG00000197120:6	-3.01904444214515	8.16207719136594e-05	0.00171078792716719	3.43698244327677	4.38063978372565e-16	2.81210124467076e-13
ENSG00000198131:2	3.67134827197904	2.95982367185825e-21	9.74864637408063e-19	2.67525183403192	0.00097908516673122	0.0472604438467781
ENSG00000206530:21	-2.04013949282884	3.33568963002376e-11	3.16211785703122e-09	-3.67929172318543	1.52784700819411e-10	4.44694614118309e-08
ENSG00000000457:10	NA	NA	NA	-2.00995195175129	7.1795148177493e-08	1.29468502861291e-05
ENSG00000000457:2	NA	NA	NA	-2.12844391037624	6.50388327644862e-07	9.22239530851224e-05
ENSG00000001617:9	NA	NA	NA	2.82576549281361	3.99927343150932e-06	0.000470150540499417
ENSG00000003393:29	2.54473902311998	2.91706975022292e-07	1.24410016409908e-05	NA	NA	NA
ENSG00000004846:15	2.44453937321039	0.000151379145141248	0.0028386773811829	NA	NA	NA
ENSG00000005194:8	2.5213622268715	0.0017240043111808	0.020376172474319	NA	NA	NA
ENSG00000005810:11	-2.17043727482633	0.00204266941012442	0.0232728829579023	NA	NA	NA
ENSG00000005810:23	2.6855234905911	0.00104223137360861	0.0136969337734978	NA	NA	NA
ENSG00000005810:28	NA	NA	NA	2.03947488589925	2.94599039958032e-11	9.71673143642095e-09
ENSG00000005882:4	NA	NA	NA	-2.40404687744362	1.22442600159326e-05	0.00122815702157393
ENSG00000006576:15	2.27648103915445	9.25969930121423e-14	1.30377266768862e-11	NA	NA	NA
ENSG00000006611:10	NA	NA	NA	-4.03844291220859	3.19465229843363e-27	5.69898489160573e-24
ENSG00000006611:12	NA	NA	NA	-3.56840507987016	1.30080437041081e-10	3.81962209325018e-08
ENSG00000006611:13	NA	NA	NA	-3.21151066786989	4.33373227347426e-23	5.45812533220947e-20
ENSG00000006611:14	NA	NA	NA	-2.42470115055267	0.00048003351743928	0.0267156929477512
ENSG00000006611:23	2.1105706265534	4.54030755209181e-11	4.2000666091865e-09	NA	NA	NA
ENSG00000006611:25	NA	NA	NA	-2.26952570120347	2.02554621572847e-07	3.34707389814956e-05
ENSG00000006611:28	NA	NA	NA	-2.38317452791971	5.25963357077432e-08	9.80442975197464e-06
ENSG00000006611:4	NA	NA	NA	-3.28314707053337	0.000307249326823577	0.0186308085955185
ENSG00000006611:8	NA	NA	NA	-3.09860085383372	3.45985679815798e-11	1.1277093953666e-08
ENSG00000006611:9	NA	NA	NA	-2.50395544510724	3.40173148673437e-05	0.00299395682002747
ENSG00000006715:23	2.36911343782328	0.000401671943577601	0.00632384106883208	NA	NA	NA
ENSG00000006740:3	2.05368143939615	0.0039077034611001	0.0385130752890044	NA	NA	NA
ENSG00000006837:1	NA	NA	NA	-3.7334135055966	0.000491753800922891	0.0272396748678172
ENSG00000007001:4	NA	NA	NA	Inf	2.43844892483249e-05	0.00225124335239515
ENSG00000007202:36	2.34024170453734	0.00229433297105195	0.0255687940795294	NA	NA	NA
ENSG00000007545:4	2.15656240012885	0.000151130765402109	0.00283605136318865	NA	NA	NA
ENSG00000007816:7	12.0993333085011	0.000554504070048168	0.00821674212889557	NA	NA	NA
ENSG00000007866:5	2.75037763339886	0.000781899806829058	0.0108791604315602	NA	NA	NA
ENSG00000007866:9	3.26226798269007	0.000104038350412729	0.00209661858605146	NA	NA	NA
ENSG00000007923:6	NA	NA	NA	2.28263467399454	0.00051325289322218	0.0282329933677495
ENSG00000008513:6	NA	NA	NA	2.52105905275428	4.10039211902636e-13	1.78548938087913e-10
ENSG00000008838:10	2.12616238298396	0.000590106296161918	0.0086478508427237	NA	NA	NA
ENSG00000008838:2	2.11922285249845	0.00264435761358605	0.0285216141175571	NA	NA	NA
ENSG00000009694:23	NA	NA	NA	-5.73317185392965	7.62683898425316e-05	0.00588522369694668
ENSG00000010818:4	2.39235666581545	0.00234078675453754	0.0259853395384658	NA	NA	NA
ENSG00000010818:8	-2.13107268475879	0.000577394825951246	0.0084902734179263	NA	NA	NA
ENSG00000011295:4	2.90347269192272	2.70311092628788e-11	2.61538865229353e-09	NA	NA	NA
ENSG00000011295:6	2.62915955015495	7.0442479617716e-06	0.000207965496079219	NA	NA	NA
ENSG00000011405:23	-2.03473162451412	0.00121579080956532	0.0154541351140728	NA	NA	NA
ENSG00000012048:33	-11.9816737428817	0.00111254048440092	0.0144156981271618	NA	NA	NA
ENSG00000012660:8	NA	NA	NA	2.40034597800773	1.73690081408627e-09	4.35943710529756e-07
ENSG00000013441:14	2.46922574299291	1.91102219423512e-08	1.0814758393174e-06	NA	NA	NA
ENSG00000015520:12	NA	NA	NA	Inf	0.000692401278567793	0.0356856606770771
ENSG00000020922:14	NA	NA	NA	-2.18562662974296	9.42945554093091e-05	0.00707346728701922
ENSG00000023330:6	2.51178443520862	0.00420962649463808	0.0406385825919778	NA	NA	NA
ENSG00000023516:4	2.2723832127144	2.51832135641337e-08	1.3810568322708e-06	NA	NA	NA
ENSG00000023909:1	NA	NA	NA	2.89630485372091	2.46018302276701e-29	5.10192755261423e-26
ENSG00000025293:22	-2.05776520071533	1.45793642207164e-05	0.000389906326242896	NA	NA	NA
ENSG00000025796:14	NA	NA	NA	-2.06904354209214	0.000449805603986659	0.025451756113166
ENSG00000026950:4	NA	NA	NA	-2.20539208667806	0.000462209544126102	0.0260381705292689
ENSG00000027075:13	2.51994534523626	0.00361418389516451	0.0362653185894961	NA	NA	NA
ENSG00000027697:4	2.82931635310302	0.00180760076189639	0.0211515052472795	NA	NA	NA
ENSG00000031003:20	-2.94810634878527	0.00250004696240239	0.0272865988158682	NA	NA	NA
ENSG00000031691:6	NA	NA	NA	-2.15107138260202	1.36151031439963e-14	7.14810149367582e-12
ENSG00000031823:15	2.50230126887154	0.000958743193683295	0.0128447889717673	NA	NA	NA
ENSG00000032514+ENSG00000222049:19	NA	NA	NA	-2.64492657302073	3.54136264114087e-21	3.84004070337147e-18
ENSG00000032742:7	-2.10216302321891	0.000246765770788648	0.00424324835660228	NA	NA	NA
ENSG00000033050:10	2.37301084534401	0.00447691251874314	0.0425892193303455	NA	NA	NA
ENSG00000035687:4	2.61606412859875	0.00270421783314158	0.0290075359937961	NA	NA	NA
ENSG00000035862:4	NA	NA	NA	2.56002197239578	1.46331351901162e-07	2.48739309485762e-05
ENSG00000038102:2	2.41694190149947	0.00249170784644653	0.0272142853951861	NA	NA	NA
ENSG00000038219:28	13.6896697519189	5.67257185217657e-09	3.57432849974478e-07	NA	NA	NA
ENSG00000038382:58	2.61948084299327	0.00474461327274977	0.0444951952770768	NA	NA	NA
ENSG00000039560:7	3.71336154489808	0.000594612543460968	0.00869995294262697	NA	NA	NA
ENSG00000039600:2	NA	NA	NA	-3.39766830972771	3.11638938497157e-05	0.00277968529314152
ENSG00000039987:8	NA	NA	NA	Inf	0.000695558724402143	0.0358150138464349
ENSG00000041515:38	NA	NA	NA	-2.15170867312897	3.60937509117502e-06	0.000431419139139986
ENSG00000041515:39	NA	NA	NA	-2.7459943231728	0.000264266617372663	0.016569496934465
ENSG00000042317:1	2.15331163197408	0.000482495246595243	0.00733664806735556	NA	NA	NA
ENSG00000046651:8	2.18795525572447	9.40436722935534e-05	0.00192421591166148	NA	NA	NA
ENSG00000047617:1	NA	NA	NA	2.46726741387472	4.21230003813552e-06	0.000491446853394399
ENSG00000047617:25	-2.20058104641029	3.86840922053362e-08	2.028779856828e-06	NA	NA	NA
ENSG00000048052:28	NA	NA	NA	-2.02706682358239	5.90566006785939e-06	0.00066111513353451
ENSG00000049192:19	NA	NA	NA	-3.77916023187937	3.95306181537839e-05	0.00340513378721982
ENSG00000049323:37	NA	NA	NA	-4.25208154950094	1.08238834491884e-05	0.00110032203416309
ENSG00000051108:8	2.49075670506456	5.96235720177135e-08	2.99877024037739e-06	NA	NA	NA
ENSG00000051382:19	NA	NA	NA	-3.22668833327048	0.000682960603645801	0.0353533627276327
ENSG00000052795:6	-2.15809570573495	0.00181980493704431	0.0212687590349239	NA	NA	NA
ENSG00000052841:19	NA	NA	NA	-3.20578075869627	1.39153066532768e-16	9.46149604510342e-14
ENSG00000052841:20	-3.10148157354652	7.58117017695892e-45	1.22677616827297e-41	NA	NA	NA
ENSG00000053108:10	NA	NA	NA	-3.20158997813753	3.27367663382421e-12	1.25430958027245e-09
ENSG00000053108:12	-2.03856996022314	4.2522186259107e-05	0.00097913275041464	NA	NA	NA
ENSG00000053108:2	NA	NA	NA	-2.62259142731613	0.000557141435711531	0.0301868036415042
ENSG00000053108:6	-11.2031221397471	0.000501565027418184	0.00756378216320601	NA	NA	NA
ENSG00000053524:8	-2.41605501158674	0.00119231965660719	0.015228603438398	NA	NA	NA
ENSG00000054277:3	NA	NA	NA	2.04054062816106	1.06753161001783e-11	3.82522168959823e-09
ENSG00000054277:4	2.4906217345397	1.60779232039571e-97	1.79518051533783e-93	NA	NA	NA
ENSG00000054392:10	-2.11489585494146	0.000219127042648515	0.00385665667511348	NA	NA	NA
ENSG00000054392:12	-2.09613272581797	5.0814674078989e-16	9.55170443483083e-14	NA	NA	NA
ENSG00000054392:13	-2.58177974512609	2.77976653721067e-10	2.23774212481801e-08	NA	NA	NA
ENSG00000054392:2	-2.56701188254993	8.89544131066607e-12	9.26511660020914e-10	NA	NA	NA
ENSG00000054392:3	-2.3003837886311	0.0036980072312495	0.0369222031123279	NA	NA	NA
ENSG00000054392:6	-3.52590926120327	9.55174851014567e-07	3.60547829580904e-05	NA	NA	NA
ENSG00000054392:9	-2.53211710153656	3.18799025482498e-06	0.00010408042453289	NA	NA	NA
ENSG00000054690:6	-2.41992008698374	0.00239061847528779	0.0264150921185807	NA	NA	NA
ENSG00000055332,ENSG00000115816:14	2.31182066896243	3.24955262255963e-09	2.1443782391956e-07	NA	NA	NA
ENSG00000055332,ENSG00000115825:11	2.19249734109468	0.000664904181214905	0.00954608156789896	NA	NA	NA
ENSG00000057608:15	2.0419931117207	4.16987736309328e-07	1.72376029980074e-05	NA	NA	NA
ENSG00000058272:1	2.38134503556505	3.08304034252106e-05	0.000740294342890729	NA	NA	NA
ENSG00000058673:14	2.12440046760771	0.0048453996872264	0.0451664254786533	NA	NA	NA
ENSG00000061676:21	4.34725050529968	9.59613182687585e-06	0.00027180520018514	NA	NA	NA
ENSG00000061936:8	-2.01751585494476	0.000474370259270725	0.00723873326484527	NA	NA	NA
ENSG00000061987:41	2.00286919228469	0.00160944791130118	0.01928763620654	NA	NA	NA
ENSG00000062650:17	NA	NA	NA	2.12263953081117	7.36134211428904e-05	0.00571223621201594
ENSG00000064313:22	3.0067946289011	0.00297042723165418	0.0311654813522221	NA	NA	NA
ENSG00000064489,ENSG00000213999:1	-2.53132671679586	3.43405549414277e-11	3.24390411335458e-09	NA	NA	NA
ENSG00000064607:12	3.68764760543834	2.5794052587938e-06	8.6383771496887e-05	NA	NA	NA
ENSG00000064763:4	2.44224669439886	0.000611448913578989	0.00889992549154765	NA	NA	NA
ENSG00000064932:33	NA	NA	NA	2.1322241337932	1.30902941985608e-10	3.83698263024388e-08
ENSG00000065150:26	2.88820920554679	7.30198047415076e-05	0.0015606865042904	NA	NA	NA
ENSG00000065325:2	2.13218761519859	5.64897710467723e-09	3.5614711384683e-07	NA	NA	NA
ENSG00000065357:7	11.0736835757873	0.000889163273873769	0.012054337705728	NA	NA	NA
ENSG00000065833:4	2.7382224001438	0.00120090394579287	0.0153049800328162	NA	NA	NA
ENSG00000066697:13	NA	NA	NA	3.00216461112809	0.0010476763788846	0.0496995911895007
ENSG00000066697:14	2.74994092359455	4.69381637949069e-08	2.42216860312838e-06	NA	NA	NA
ENSG00000066923:21	-3.67308555849462	0.0047697686308549	0.0446748189311386	NA	NA	NA
ENSG00000067057:19	2.07126615535372	0.00177545507148818	0.0208584212970342	NA	NA	NA
ENSG00000067066:29	-2.04991733178628	0.000256240585151081	0.0043733632734705	NA	NA	NA
ENSG00000067066:30	NA	NA	NA	-2.32193749502423	4.70791462493268e-06	0.000542027666852763
ENSG00000067177:12	2.01807816508263	1.85144587157008e-05	0.000480081720367295	NA	NA	NA
ENSG00000067840:6	-2.17299437677847	0.00193664107111567	0.0223176446274559	NA	NA	NA
ENSG00000067840:7	NA	NA	NA	3.50558094801879	0.00020753804818575	0.0135716958400507
ENSG00000068024:4	3.65709868162342	0.000522913725330782	0.00783808994520184	NA	NA	NA
ENSG00000068078:7	-2.35661979909296	0.00404861721762313	0.0395043568499266	NA	NA	NA
ENSG00000068400:20	2.41430889157868	9.47222500217944e-05	0.00193561728151235	NA	NA	NA
ENSG00000068400:7	-2.05797536300182	0.00247356171875224	0.0270663988345042	NA	NA	NA
ENSG00000068654:26	2.09278040721887	0.00278379337765148	0.0296559917547635	NA	NA	NA
ENSG00000068781:19	2.19216579870654	2.35238515090035e-06	7.98102595028195e-05	NA	NA	NA
ENSG00000068781:8	-2.099833590478	2.47357513931976e-22	8.96711143443987e-20	NA	NA	NA
ENSG00000068885:7	2.58871928804821	5.60205548301324e-05	0.0012467560393778	NA	NA	NA
ENSG00000069424:12	2.26336386247863	0.00118571084984644	0.0151667481887507	NA	NA	NA
ENSG00000069424:15	NA	NA	NA	2.81914161813801	5.19503757792149e-06	0.000592355679950163
ENSG00000069424:6	NA	NA	NA	2.27108881916131	0.000701354509253025	0.036035155931593
ENSG00000069966:10	2.30358960425207	9.69484943518903e-10	7.07040113446134e-08	NA	NA	NA
ENSG00000069966:5	2.17098852278508	0.000178997182313025	0.00326727650664718	NA	NA	NA
ENSG00000069998:9	2.07884479077891	8.09216930031651e-06	0.000234318247724803	NA	NA	NA
ENSG00000070061:15	2.98038988561444	6.45578412848877e-07	2.56337331744813e-05	NA	NA	NA
ENSG00000070540:12	2.32677462164956	3.83517378704112e-09	2.50712136529319e-07	NA	NA	NA
ENSG00000070729:19	NA	NA	NA	3.80868045014292	1.41679487270667e-07	2.41822980001572e-05
ENSG00000070729:21	NA	NA	NA	2.89551236592484	0.000865085826486421	0.04277830073246
ENSG00000070729:24	13.5521190217982	0.00116872604141334	0.0149924294754143	NA	NA	NA
ENSG00000070729:8	-2.13695672483948	0.000918219707998115	0.012398575583085	NA	NA	NA
ENSG00000070770:3	2.26750461449058	7.02585224476967e-05	0.00151179713314658	NA	NA	NA
ENSG00000070770:6	2.1403550079945	0.00267482680530243	0.028764113160555	NA	NA	NA
ENSG00000070882:21	NA	NA	NA	2.3390665573531	1.08597248971773e-06	0.000146715944571768
ENSG00000070915:11	NA	NA	NA	-2.76134377327921	0.000130078969848343	0.00921461204684862
ENSG00000070915:17	NA	NA	NA	-2.09433197036651	0.000348139714015353	0.0206794740830659
ENSG00000070915:20	NA	NA	NA	-2.46310988403761	8.48868608874025e-11	2.57931680744755e-08
ENSG00000070915:21	NA	NA	NA	-2.78018666257008	9.80317630198296e-06	0.00101017773987837
ENSG00000070915:23	NA	NA	NA	-3.05655267949989	9.41466987071392e-14	4.50124319951274e-11
ENSG00000071909:34	NA	NA	NA	5.52330766663388	1.47351069272121e-13	6.86689095407922e-11
ENSG00000072041:3	12.6599055785172	7.97822086098731e-05	0.0016801362697728	NA	NA	NA
ENSG00000072110:14	3.42985533802721	0.00120929691664427	0.015401396969079	NA	NA	NA
ENSG00000072121:19	2.07047610617799	7.70296292588031e-06	0.000224973666097088	NA	NA	NA
ENSG00000072195:8	NA	NA	NA	-2.20365493754437	0.000727784192168787	0.0371400518663705
ENSG00000072274:13	NA	NA	NA	-2.03905668510159	5.44400142138549e-19	4.77873868684412e-16
ENSG00000072274:6	NA	NA	NA	-2.33653733967448	9.49325398963169e-35	2.8635796543561e-31
ENSG00000072657:3	NA	NA	NA	-3.73504153339725	0.000893391256190668	0.04388947869499
ENSG00000072657:5	NA	NA	NA	-4.70276767094426	0.000275110503766011	0.0170751713493439
ENSG00000072840:6	2.93923878769047	9.59160348753842e-06	0.000271745873484167	NA	NA	NA
ENSG00000073146:4	2.61335552246428	0.000190594239958985	0.00344015516692862	NA	NA	NA
ENSG00000073282:19	-2.06752683978891	1.68078072274202e-08	9.61411739742623e-07	NA	NA	NA
ENSG00000073614:31	-2.35178951118103	0.00244157015598194	0.0268141018036074	NA	NA	NA
ENSG00000074211:3	NA	NA	NA	Inf	0.000543092447481284	0.0295801738039839
ENSG00000074266:13	-2.01531444342003	8.75465795383981e-08	4.23894767491754e-06	NA	NA	NA
ENSG00000074527:12	NA	NA	NA	2.16383574480841	1.36302418685464e-08	2.84799955536438e-06
ENSG00000075223:4	NA	NA	NA	-2.24440709096434	1.21122251698013e-07	2.09756430539741e-05
ENSG00000075568:5	3.12216427735457	0.000141430854596005	0.00269232390067624	NA	NA	NA
ENSG00000075643:11	NA	NA	NA	-2.15313124128694	2.36654562594292e-14	1.19701032172693e-11
ENSG00000075702:42	-2.79863473062358	0.000419636042499897	0.00655765742831714	NA	NA	NA
ENSG00000075826+ENSG00000166136:7	NA	NA	NA	-2.57174187298253	2.37851903455343e-05	0.0022020414169004
ENSG00000076201:24	2.41820358309704	0.00106827335879803	0.0139768059381995	NA	NA	NA
ENSG00000076242:23	2.95984853882538	0.00166802061694745	0.0198215029784236	NA	NA	NA
ENSG00000076258:3	-2.62910314934597	1.99916535304636e-05	0.000511965154803649	NA	NA	NA
ENSG00000076258:5	-2.44991626782113	5.57815191975807e-07	2.24200342908779e-05	NA	NA	NA
ENSG00000076356:3	-2.69533135311808	0.000188501815690329	0.00340844862038927	NA	NA	NA
ENSG00000076924:15	2.01464381198501	1.12920813568526e-06	4.18598055743486e-05	NA	NA	NA
ENSG00000076928:26	3.8515200663176	0.000564923404370556	0.00834124870602941	NA	NA	NA
ENSG00000076928:33	2.10245085356228	1.99712688428867e-07	8.95179455099363e-06	NA	NA	NA
ENSG00000077063:2	NA	NA	NA	-2.90495607183976	1.81703743606164e-05	0.00174375270639632
ENSG00000077063:22	2.11304985492634	0.00111266388840518	0.0144156981271618	NA	NA	NA
ENSG00000077063:3	NA	NA	NA	-2.58253191724126	6.03624157184307e-06	0.000675277560171985
ENSG00000077063:4	NA	NA	NA	-2.82933866967344	2.65825812036707e-06	0.000330596443179444
ENSG00000078018:7	NA	NA	NA	Inf	0.000165197503244583	0.0112507908777871
ENSG00000078098:24	-2.25401757254775	0.000991710679474221	0.0131946444133334	NA	NA	NA
ENSG00000078114:12	-2.07915692139252	0.00109436045648859	0.0142531262809119	NA	NA	NA
ENSG00000078114:14	-2.53940002063532	0.00267772182494729	0.0287813852873016	NA	NA	NA
ENSG00000078114:16	-3.10571133497204	0.000676672559096266	0.00968515249146181	NA	NA	NA
ENSG00000078618:25	2.06414233482006	4.91732891671723e-05	0.00111300296005689	NA	NA	NA
ENSG00000078674:2	NA	NA	NA	-2.22664524859899	0.00100113434062285	0.0480174014590034
ENSG00000079277:15	-2.11566963958451	6.67315207404684e-07	2.6374895392131e-05	NA	NA	NA
ENSG00000079277:9	NA	NA	NA	-2.57354766263643	0.000409905334572787	0.0236538903050308
ENSG00000079385:1	2.83814072666268	0.000217091936326876	0.00383231622934029	NA	NA	NA
ENSG00000079482:4	2.1001552383092	4.36330318666663e-05	0.00100120143301945	NA	NA	NA
ENSG00000079739:2	2.23063088712171	2.57410798877062e-05	0.000636571489448911	NA	NA	NA
ENSG00000079950:7	-2.36442194792773	0.000499762046091372	0.00754576487577175	NA	NA	NA
ENSG00000080224:14	-2.18739006188972	0.00554206905273734	0.0499554367779441	NA	NA	NA
ENSG00000080644:4	-2.91360143528396	0.00176847392680597	0.0207939086244229	NA	NA	NA
ENSG00000081770:14	NA	NA	NA	-3.32057507487263	1.05376767711984e-05	0.00107330773955135
ENSG00000081803:22	NA	NA	NA	-4.957102518562	4.80201292266853e-05	0.00400741022093762
ENSG00000081870:1	NA	NA	NA	-2.22564734939648	3.94175261645372e-11	1.25518719017301e-08
ENSG00000081923:4	2.37834688572339	0.002635802396372	0.0284430768886552	NA	NA	NA
ENSG00000081985:14	NA	NA	NA	2.43625572885409	0.000380932697240481	0.0222059937466566
ENSG00000081985:15	NA	NA	NA	2.80109528525312	1.12092109866147e-10	3.32080882057738e-08
ENSG00000081985:9	NA	NA	NA	4.2110848667218	1.89430911199259e-05	0.00180720792936181
ENSG00000082196:11	-2.08818558975337	4.05304162029436e-05	0.000938300564200637	NA	NA	NA
ENSG00000082196:7	3.43916176412257	1.15756016291087e-05	0.00031897181636183	NA	NA	NA
ENSG00000082196:9	NA	NA	NA	-3.14318512046426	3.58129496983214e-06	0.000428990007707603
ENSG00000083097:10	-3.22979795526692	0.000464786250696892	0.00711777654938437	NA	NA	NA
ENSG00000083750:6	2.54474962393512	3.93211574027621e-07	1.63394262367153e-05	NA	NA	NA
ENSG00000083817:3	3.57434951060019	0.00098970674804179	0.0131711212100842	NA	NA	NA
ENSG00000084693:1	2.32428371860942	2.65031138588714e-06	8.83872514310717e-05	NA	NA	NA
ENSG00000085224:3	-2.25340869177386	4.77869124303243e-16	9.04347069052179e-14	NA	NA	NA
ENSG00000085733:2	2.10151829367162	0.00080180322930104	0.0111004760778187	NA	NA	NA
ENSG00000085733:4	-2.00997361606806	1.65847827590347e-19	4.58359880930697e-17	NA	NA	NA
ENSG00000085788:4	2.14653437905848	2.49443277714679e-06	8.38398229176173e-05	NA	NA	NA
ENSG00000085832:6	2.77003576997979	0.0034047411123207	0.0346540295245044	NA	NA	NA
ENSG00000085872+ENSG00000141979+ENSG00000127526+ENSG00000105085:1	NA	NA	NA	Inf	0.000947356009419049	0.0459977824633143
ENSG00000085872+ENSG00000141979+ENSG00000127526+ENSG00000105085:31	NA	NA	NA	3.52337956328894	0.00081812766058549	0.0409320420391361
ENSG00000085978:7	2.16604730118965	0.000171913138503953	0.00316174624932612	NA	NA	NA
ENSG00000085982:11	2.69001036326925	7.96488944761623e-05	0.00167819302876515	NA	NA	NA
ENSG00000085982:19	NA	NA	NA	-2.02926876409469	3.44387952052894e-05	0.00302143515586374
ENSG00000086205:2	-12.1596937216111	0.000323650856741899	0.00531244554937373	NA	NA	NA
ENSG00000086205:6	NA	NA	NA	-4.38397457613923	3.97145956424678e-05	0.00341743271549169
ENSG00000086717:12	-2.72188628848491	4.31194603080001e-06	0.000135390982584076	NA	NA	NA
ENSG00000087087:16	2.59737117500669	0.000383925033633885	0.00609774532438001	NA	NA	NA
ENSG00000087095:10	2.37535514998281	0.000784729448305839	0.0109100942037839	NA	NA	NA
