GeneID:exonNumber	pval	adjp	Mock_control1	Mock_control2	METTL3_KD1	METTL3_KD2	log2FC
ENSG00000084754:E019	4.02696688639459e-06	0.00200460724917022	37.7230028904881	40.2441714710124	6.94528075403381	2.78401090309975	-2.774387294364
ENSG00000085832:E007	0.000198983277496456	0.0477755834370847	26.4061020233416	11.4983347060035	1.73632018850845	0	-4.24405774972033
ENSG00000088448:E005	7.37192686006694e-07	0.000443656333852736	109.396708382415	114.025152501202	43.4080047127113	51.0401998901621	-1.40651624935207
ENSG00000089157:E009	6.48006886780905e-05	0.0198747892865296	16.3466345858782	16.2893075001717	0.868160094254227	0.928003634366584	-4.27477474524543
ENSG00000089177:E006	3.90021348550817e-12	8.42791813610527e-09	1.25743342968294	5.74916735300177	55.5622460322705	54.7522144276284	4.06911976519115
ENSG00000089280:E010	1.68163005742628e-08	1.70093302372375e-05	128.258209827659	153.311129413381	74.6617681058635	62.1762435025611	-1.45401273633988
ENSG00000089693:E005	1.02303919594648e-05	0.00446190567483467	163.466345858782	152.352934854547	78.1344084828804	56.6082216963616	-1.20815950587147
ENSG00000092377:E014	7.0336459717546e-05	0.0210962784021595	3.77230028904881	2.87458367650088	28.6492831103895	25.9841017622643	2.44708825927215
ENSG00000092841:E007	1.32474659542137e-06	0.000754225039198013	81.7331729293908	68.0318136771876	23.4403225448641	17.6320690529651	-1.83271358579801
ENSG00000092841:E008	6.05165030487242e-06	0.00282744402622587	75.4460057809761	60.3662572065186	20.8358422621014	17.6320690529651	-1.78613941789181
ENSG00000095319:E002	2.15962675742531e-07	0.000159174536797862	59.099371195098	68.0318136771876	12.1542413195592	6.49602544056609	-2.40318349617633
ENSG00000096063:E006	4.43913175789401e-05	0.0146330428208237	27.6635354530246	28.7458367650088	4.34080047127113	4.64001817183292	-2.73887048789623
ENSG00000099290:E011	6.06495523025607e-07	0.000381887336647362	91.7926403668543	68.0318136771876	22.5721624506099	27.8401090309975	-1.80658014771153
ENSG00000100345:E009	5.93234066026405e-06	0.00279587209063954	157.179178710367	175.349604266554	63.3756868805586	80.7363161898928	-1.11119327244743
ENSG00000100503:E001	0	0	705.420154052127	739.726199419561	333.373476193623	289.537133922374	-1.17113296596836
ENSG00000100503:E019	8.18897616383651e-10	1.12840531113248e-06	157.179178710367	169.600436913552	337.714276664894	341.505337446903	1.09854505860332
ENSG00000100836:E001	5.7447557821888e-09	6.78516316788484e-06	57.841937765415	79.5301483831911	171.027538568083	153.120599670486	1.43986534755146
ENSG00000100836:E008	1.46549439250521e-14	4.80474970155181e-11	427.527366092198	466.640750151977	164.082257814049	157.760617842319	-1.27287882400555
ENSG00000100865:E005	7.13928777495987e-06	0.00328714935765331	18.861501445244	19.1638911766726	1.73632018850845	1.85600726873317	-3.98297359660115
ENSG00000101019:E006	5.96766150733341e-05	0.018603255359205	123.228476108928	127.439876324873	287.360991198149	261.697024891377	1.08344663356569
ENSG00000101474:E006	1.58659140155892e-05	0.00644664631918038	150.892011561952	121.690708971871	56.4304061265247	57.5362253307282	-1.14215149041771
ENSG00000101558:E009	2.88657986402541e-15	1.05558894958335e-11	861.341899332811	931.365111186287	585.139903527349	541.954122470085	-1.0024722292525
ENSG00000102471:E010	0	0	531.894340755882	562.46020603534	195.336021207201	186.528730507683	-1.36079358958278
ENSG00000103319:E005	2.29362790449272e-05	0.00865380347346284	23.8912351639758	11.4983347060035	0	0	-33.4216194435845
ENSG00000103544:E015	0.000114386206768957	0.0314782233093652	18.861501445244	14.3729183825044	0.868160094254227	0	-4.73840328178592
ENSG00000103978:E005	4.77941375143232e-07	0.000316670299702044	95.5649406559031	110.192374265867	61.6393666920501	51.9682035245287	-1.44636490842832
ENSG00000104341:E006	0.000141336454784313	0.0372416403387371	533.151774185565	382.319628974618	199.676821678472	235.712923129112	-1.0387470304122
ENSG00000104419:E011	3.12548518641709e-05	0.0110677097221359	120.713609249562	116.899736177703	51.2214455609994	69.6002725774938	-1.08768379353196
ENSG00000104823:E010	9.27858336030596e-06	0.00410324849913735	31.4358357420734	35.4531986768442	67.7164873518297	79.8083125555262	1.52985198826278
ENSG00000105372:E001	0	0	330.704992006612	323.869760885766	36.4627239586775	37.1201453746634	-3.18797354384782
ENSG00000105402:E008	4.11922747145521e-06	0.00203985431645047	75.4460057809761	77.6137592655239	20.8358422621014	25.9841017622643	-1.65444021753508
ENSG00000106355:E017	8.6603628441928e-05	0.0249520799655457	1.25743342968294	4.79097279416814	31.2537633931522	36.1921417402968	2.81058815420933
ENSG00000106443:E019	1.3658518760451e-11	2.67760475304107e-08	15.0892011561952	29.7040313238425	104.179211310507	101.152396145958	2.3421817089835
ENSG00000107937:E009	0.000207466124621636	0.0492526133905131	59.099371195098	64.1990354418531	36.4627239586775	38.9761526433965	-1.31101041783939
ENSG00000108883:E022	0	0	0	0	71.1891277288466	68.6722689431272	37.1895817416068
ENSG00000109917:E008	9.88215835880935e-05	0.0277983945147111	37.7230028904881	24.9130585296743	13.8905615080676	9.28003634366584	-2.12037760196698
ENSG00000110330:E005	2.95993846423093e-05	0.0105601496900793	76.7034392106591	67.073619118354	22.5721624506099	27.8401090309975	-1.53152347369404
ENSG00000110721:E010	0.000166060473642538	0.0417694808821662	38.980436320171	32.5786150003434	13.8905615080676	12.0640472467656	-1.92855302878726
ENSG00000111144:E012	4.70157246468261e-12	9.8246331509793e-09	37.7230028904881	25.871253088508	0	0	-36.7533515314869
ENSG00000111799:E015	2.60358401504845e-12	5.75688754806493e-09	254.001552795953	255.837947208579	79.8707286713889	77.952305286793	-1.54110432827295
ENSG00000111799:E019	0	0	132.030510116708	123.607098089538	7.81344084828804	14.8480581498653	-3.34518854476624
ENSG00000111799:E021	0	0	109.396708382415	100.610428677531	7.81344084828804	9.28003634366584	-3.46830219252609
ENSG00000111799:E026	7.31539536331649e-05	0.021735639867149	150.892011561952	110.192374265867	52.0896056552536	57.5362253307282	-1.10129206170621
ENSG00000112200:E009	4.69776059497384e-07	0.000312407045704385	215.021116475782	205.053635590396	110.256331970287	115.072450661456	-1.06636972564098
ENSG00000112249:E045	2.48370402022857e-09	3.10721177025411e-06	196.159615030538	207.928219266897	72.925447917355	64.0322507712943	-1.41105474216577
ENSG00000112249:E046	2.35415856487675e-05	0.00884707676639987	65.3865383435127	75.6973701478566	24.3084826391183	16.7040654185985	-1.63252519409534
ENSG00000112414:E012	4.36733228724728e-05	0.0144683479630378	56.5845043357321	29.7040313238425	8.68160094254227	11.136043612399	-2.1104884933904
ENSG00000112701:E014	4.52911519510657e-07	0.000306493767712126	0	0	16.4950417908303	25.0560981278978	31.1642739647019
ENSG00000112992:E024	2.85038528335946e-08	2.7374927510761e-05	262.803586803734	287.458367650088	90.2886498024396	59.3922325994614	-1.41331156047409
ENSG00000113360:E004	8.53808533674005e-06	0.00382020054462074	93.0500737965372	81.4465375008584	36.4627239586775	32.4801272028304	-1.47295943805026
ENSG00000113594:E020	8.85997339383771e-07	0.000521608303599192	0	0	32.1219234874064	31.5521235684638	36.3988866216906
ENSG00000113971:E008	1.01726246426459e-07	8.19663541015364e-05	96.822374085586	107.317790589366	15.6268816965761	11.136043612399	-1.98173736015245
ENSG00000114346:E004	7.59113770953945e-07	0.000452512716166333	134.545376976074	115.941541618869	31.2537633931522	45.4721780839626	-1.46282535780951
ENSG00000115020:E040	1.51531796610538e-06	0.000833313466073269	44.0101700389027	22.9966694120071	6.07712065977959	3.71201453746633	-3.16182776126103
ENSG00000115295:E024	2.59270016567115e-09	3.22237044512218e-06	0	4.79097279416814	46.8806450897282	46.4001817183292	4.02483967217241
ENSG00000115419:E009	9.47931888306552e-06	0.00418229308623196	98.079807515269	91.0284830891947	19.099522073593	20.4160799560648	-1.57710643997811
ENSG00000115641:E001	6.02295990859147e-13	1.43164251287242e-09	85.5054732184396	93.9030667656956	220.512663940574	208.800817732481	1.55420877688745
ENSG00000115942:E012	2.62985318078002e-07	0.000189427129223775	13.8317677265123	24.9130585296743	0	0	-37.2425286865987
ENSG00000116754:E006	0	0	778.351292973737	774.221203537572	249.161947050963	238.496934032212	-1.2674892887316
ENSG00000116754:E011	7.12327854257566e-07	0.000434748562909371	206.219082468001	211.760997502232	75.5299282001177	67.7442653087606	-1.14142799948557
ENSG00000116898:E005	4.14506207135901e-11	7.50682584157606e-08	91.7926403668543	151.394740295713	51.2214455609994	32.4801272028304	-2.22542845118936
ENSG00000117143:E012	7.1330972994943e-07	0.000434748562909371	103.109541234001	132.230849119041	88.5523296139311	82.592323458626	-1.26477163337576
ENSG00000117523:E012	7.15045994637009e-08	6.04318738880819e-05	91.7926403668543	117.857930736536	49.4851253724909	60.3202362338279	-1.56538311083477
ENSG00000117528:E013	0.000118557849760004	0.0322528234544532	103.109541234001	77.6137592655239	27.7811230161353	24.1280944935312	-1.32819231226231
ENSG00000117868:E003	2.32036612146658e-14	7.23338001517773e-11	159.694045569733	164.809464119384	28.6492831103895	30.6241199340973	-2.20101373604494
ENSG00000119125:E025	3.11260595076135e-09	3.84342157392777e-06	96.822374085586	122.648903530704	59.0348864092874	56.6082216963616	-1.67544447292069
ENSG00000119977:E010	7.07053937620827e-09	8.05101572874858e-06	0	0	25.1766427333726	24.1280944935312	36.04503443294
ENSG00000120029:E016	4.98763906991995e-05	0.0160752452586074	11.3169008671464	16.2893075001717	0	0	-33.4109467029739
ENSG00000121644:E008	0.000170846062661378	0.0426908614764289	15.0892011561952	14.3729183825044	2.60448028276268	1.85600726873317	-3.49836910149501
ENSG00000122497:E015	0	0	80.4757394997079	55.5752844123504	0	0	-34.398332414092
ENSG00000122497:E018	3.05216784068918e-08	2.89467933345621e-05	165.981212718148	65.1572300006867	4.34080047127113	5.5680218061995	-4.14494374961917
ENSG00000123562:E013	6.94493969163323e-05	0.0209292526447162	46.5250368982686	54.6170898535168	13.8905615080676	15.7760617842319	-1.79475614767544
ENSG00000123983:E003	1.92975040750332e-05	0.00745848532500032	70.4162720622444	43.1187551475133	22.5721624506099	23.2000908591646	-1.7421419510479
ENSG00000124532:E012	1.23674158691855e-08	1.30653503714033e-05	55.3270709060492	63.2408408830195	91.1568098966938	100.224392511591	1.64813777166904
ENSG00000126214:E011	1.35368759979215e-07	0.000105931903951142	91.7926403668543	127.439876324873	52.9577657495078	50.1121962557955	-1.50374347074649
ENSG00000126226:E017	3.05813464713811e-05	0.010849417317733	69.1588386325615	72.8227864713557	40.8035244299487	34.3361344715636	-1.42569294495654
ENSG00000126226:E018	1.23249500568745e-05	0.00520819522870032	52.8122040466833	72.8227864713557	29.5174432046437	28.7681126653641	-1.61568710449299
ENSG00000127022:E019	0	0	739.370856653566	638.157576183196	137.169294892168	152.19259603612	-2.01473362721301
ENSG00000128422:E006	3.39822488149011e-07	0.000237573399637646	71.6737054919273	362.197543239111	2.60448028276268	1.85600726873317	-8.07787614307743
ENSG00000129810:E004	1.63925279617061e-06	0.000890620094897745	137.06024383544	149.478351178046	87.6841695196769	67.7442653087606	-1.07268938067873
ENSG00000130066:E007	3.88578058618805e-15	1.3683560457562e-11	304.29888998327	317.162398973931	223.117144223336	209.728821366848	-1.38943306233981
ENSG00000130066:E008	6.66133814775094e-16	2.53341347900005e-12	287.952255397392	280.751005738253	201.413141866981	167.040654185985	-1.49381409840302
ENSG00000130177:E008	5.2220006097059e-11	9.19449251796717e-08	47.7824703279516	34.4950041180106	1.73632018850845	0	-5.35442701802309
ENSG00000130508:E020	7.73370474204116e-05	0.0227651056708524	160.951478999416	145.645572942711	65.9801671633212	62.1762435025611	-1.01061170093101
ENSG00000131467:E009	6.62549722751926e-07	0.000409055617464483	125.743342968294	123.607098089538	38.199044147186	41.7601635464963	-1.42828845961753
ENSG00000131885:E005	4.22176071879221e-10	6.27188730284445e-07	71.6737054919273	362.197543239111	2.60448028276268	1.85600726873317	-7.13988812912264
ENSG00000132680:E013	8.3739096588209e-05	0.0242369240928777	77.960872640342	106.359596030533	42.5398446184571	34.3361344715636	-1.24736473542681
ENSG00000132780:E018	1.49216181204448e-05	0.00614169926092541	143.347410983855	172.475020590053	50.3532854667451	60.3202362338279	-1.11157772018498
ENSG00000132842:E007	1.60102858748346e-08	1.63681932332623e-05	123.228476108928	134.147238236708	50.3532854667451	38.0481490090299	-1.60528514908481
ENSG00000132849:E045	0	0	452.676034685857	527.007007358495	65.9801671633212	58.4642289650948	-1.60667609815972
ENSG00000133131:E006	6.33774923057828e-05	0.0195900930576622	31.4358357420734	28.7458367650088	57.298566220779	62.1762435025611	1.50179736602673
ENSG00000133131:E007	1.03619074431904e-08	1.13241356067943e-05	7.54460057809761	3.83277823533451	39.0672042414402	41.7601635464963	3.34214666005913
ENSG00000133318:E005	6.24832281470589e-08	5.35211067476956e-05	27.6635354530246	53.6588952946832	57.298566220779	71.4562798462269	2.67558033973744
ENSG00000134046:E006	0.000157385758292827	0.040280162887547	0	0	13.0224014138134	9.28003634366584	36.149866110406
ENSG00000134248:E004	6.76391202527604e-05	0.0205793917264391	93.0500737965372	91.0284830891947	46.012484995474	55.680218061995	-1.14976128233936
ENSG00000134802:E010	2.91436206278917e-08	2.78487065897418e-05	75.4460057809761	79.5301483831911	45.1443249012198	25.0560981278978	-2.02336149647424
ENSG00000135387:E019	0	0	306.813756842636	310.455037062096	1191.98380941105	1123.81240121793	1.84944681239226
ENSG00000135829:E007	5.51494294676047e-10	7.88504151030134e-07	104.366974663684	125.523487207205	30.3856032988979	23.2000908591646	-2.00809535569474
ENSG00000135999:E005	6.45027541157361e-07	0.00039953468134007	16.3466345858782	12.4565292648372	78.1344084828804	59.3922325994614	2.07665120610149
ENSG00000136068:E006	6.93922230787791e-09	7.94908816639427e-06	65.3865383435127	68.0318136771876	148.455376117473	199.520781388816	1.45798076161192
ENSG00000136235:E006	3.60892427053727e-10	5.49012657149461e-07	67.9014052028785	73.7809810301894	480.960692216842	482.561889870624	1.2154091366735
ENSG00000136261:E006	5.97991206974235e-06	0.0028077237515014	77.960872640342	77.6137592655239	39.0672042414402	37.1201453746634	-1.50818598971656
ENSG00000136636:E012	0.000130571380360545	0.0348235519587664	163.466345858782	198.346273678561	39.9353643356944	24.1280944935312	-1.04322538227968
ENSG00000137420:E004	0	0	70.4162720622444	98.6940395598637	3.47264037701691	1.85600726873317	-5.65055670079896
ENSG00000137504:E001	1.39486552308554e-07	0.000108263199240368	277.892787959929	304.705869709094	90.2886498024396	90.9443561679252	-1.02911552092506
ENSG00000137878:E010	0.000154401223581013	0.0396765241536734	7.54460057809761	13.4147238236708	0	0	-33.3679431930456
ENSG00000138029:E006	1.0554408012009e-06	0.000611885084207373	64.1291049138297	51.7425061770159	19.099522073593	10.2080399780324	-2.13504406332665
ENSG00000138777:E010	8.99046680102877e-07	0.000527657156157416	95.5649406559031	62.2826463241858	18.2313619793388	15.7760617842319	-1.89170292401776
ENSG00000139218:E012	2.88697529996496e-05	0.0103386336928576	109.396708382415	105.401401471699	38.199044147186	28.7681126653641	-1.3149756323222
ENSG00000139625:E001	1.77327041939179e-11	3.37201556410704e-08	167.23864614783	156.185713089881	99.8384108392361	109.504428855257	-1.15595499584868
ENSG00000140299:E001	0	0	1437.2464101276	1474.66142604495	756.167442095432	760.962980180599	-1.11466803248268
ENSG00000140367:E010	1.56541446472147e-13	4.31414614177544e-10	1.25743342968294	1.91638911766726	49.4851253724909	52.8962071588953	5.08427922995386
ENSG00000141298:E010	2.00958754050795e-05	0.00771998277834164	1.25743342968294	3.83277823533451	30.3856032988979	23.2000908591646	3.32591023377606
ENSG00000141510:E011	1.77462109878235e-05	0.00694358845477888	0	0	18.2313619793388	22.272087224798	33.2659344561689
ENSG00000142794:E019	2.83172374437868e-11	5.33143488894615e-08	0	0	32.9900835816606	38.9761526433965	33.5617793350317
ENSG00000142794:E020	0.000147632754509353	0.0383518433497124	15.0892011561952	3.83277823533451	77.2662483886262	72.3842834805935	2.9595030910681
ENSG00000142794:E021	5.20978815643502e-11	9.19449251796717e-08	0	0	34.7264037701691	35.2641381059302	33.5216283970205
ENSG00000143420:E007	1.24621142364445e-05	0.00525448052987542	3.77230028904881	10.5401401471699	39.9353643356944	37.1201453746634	2.52105506505155
ENSG00000143569:E010	1.06616552253413e-08	1.15193126951163e-05	84.2480397887567	130.314460001373	15.6268816965761	19.4880763216983	-2.68214026527125
ENSG00000143624:E017	7.43682982085048e-07	0.000445608303750731	67.9014052028785	93.9030667656956	25.1766427333726	26.9121053966309	-1.74936199945341
ENSG00000143889:E011	5.37168175894776e-05	0.01705289248611	111.911575241781	116.899736177703	35.5945638644233	41.7601635464963	-1.19732986903947
ENSG00000144320:E009	3.85646173883814e-08	3.49208119682849e-05	42.7527366092198	36.4113932356779	0.868160094254227	1.85600726873317	-4.18616838723954
ENSG00000144320:E010	1.84117014621066e-05	0.00717445148899849	51.5547706170004	39.2859769121788	5.20896056552536	5.5680218061995	-2.39961280408351
ENSG00000144895:E009	0.000117242932571759	0.031986630662813	52.8122040466833	48.867922500515	158.005137154269	161.472632379786	1.01139878436345
ENSG00000144895:E010	1.75757866320847e-05	0.00690728753795172	26.4061020233416	22.9966694120071	112.860812253049	97.4403816084913	1.44953116435146
ENSG00000144895:E021	5.65962847787205e-06	0.00268384945659649	54.0696374763662	63.2408408830195	31.2537633931522	23.2000908591646	-1.74751091446016
ENSG00000145495:E011	0	0	59.099371195098	74.739175589023	0	0	-34.5983059617175
ENSG00000145730:E020	1.76056295764226e-07	0.000132851242420372	120.713609249562	134.147238236708	32.9900835816606	42.6881671808629	-1.53081958394982
ENSG00000145730:E026	3.75143659780974e-06	0.00188532059187979	222.56571705388	188.764328090225	86.8160094254227	83.5203270929925	-1.05096270362827
ENSG00000145734:E027	1.58211535939978e-05	0.00644222467907375	25.1486685936587	12.4565292648372	0	0.928003634366584	-5.05588220737935
ENSG00000146247:E032	0.000160413325935749	0.0407261378281577	22.6338017342928	48.867922500515	0	1.85600726873317	-4.58205463810593
ENSG00000146416:E004	5.09743407151042e-07	0.000334247540748372	12.5743342968294	9.58194558833628	52.0896056552536	51.9682035245287	2.26619313652313
ENSG00000148180:E012	7.90785323925292e-05	0.0231701318377482	47.7824703279516	37.3695877945115	21.7040023563557	14.8480581498653	-1.79651842449656
ENSG00000148180:E014	0.000117142073078114	0.031986630662813	50.2973371873174	50.7843116181823	20.8358422621014	30.6241199340973	-1.55051337224062
ENSG00000148180:E016	0.000177763100967843	0.0441870271292066	38.980436320171	45.9933388240142	13.8905615080676	25.0560981278978	-1.70208425495553
ENSG00000149483:E001	6.70151504692518e-05	0.0204550031828764	22.6338017342928	20.1220857355062	2.60448028276268	5.5680218061995	-2.92692532203536
ENSG00000150527:E001	3.56854931735651e-05	0.0124511596530253	26.4061020233416	29.7040313238425	2.60448028276268	4.64001817183292	-2.89076111934574
ENSG00000150540:E004	3.31045509409655e-05	0.0116145667856681	5.02973371873174	14.3729183825044	39.9353643356944	38.0481490090299	2.63404265681999
ENSG00000151835:E006	3.05972163161528e-08	2.89467933345621e-05	123.228476108928	133.189043677874	263.920668653285	219.93686134488	1.01857614473099
ENSG00000152042:E006	0	0	101.852107804318	107.317790589366	6.94528075403381	2.78401090309975	-3.94660514793335
ENSG00000152042:E007	7.66963836207335e-06	0.00347248355155987	171.010946436879	597.913404712184	21.7040023563557	20.4160799560648	-3.71087338397787
ENSG00000152042:E010	1.5090595439915e-11	2.92816066088097e-08	227.595450772611	419.689216769129	32.1219234874064	23.2000908591646	-3.06901921819306
ENSG00000152042:E011	4.42978986825437e-14	1.33707933613891e-10	237.654918210075	256.796141767412	49.4851253724909	57.5362253307282	-1.72847920255372
ENSG00000152556:E015	0.000146356088654986	0.0380722039759985	50.2973371873174	68.9900082360212	20.8358422621014	23.2000908591646	-1.49644086940742
ENSG00000152726:E006	5.56981615495999e-07	0.000359032237421994	91.7926403668543	68.0318136771876	22.5721624506099	27.8401090309975	-1.80842230301393
ENSG00000153246:E005	0.000183244906747038	0.0450782470597713	16.3466345858782	17.2475020590053	0	0.928003634366584	-4.56081679500316
