id	baseMean	baseMean_Mock_control	baseMean_METTL3_KD	foldChange	log2FoldChange	pval	padj
ENSG00000007237	277.266167987226	184.028622747762	370.503713226689	2.01329395229196	1.00955782926525	1.80509842148088e-07	1.18470845900715e-06
ENSG00000007402	54.2842898317854	9.58909103102383	98.9794886325469	10.3220929191637	3.3676636177769	3.18931163887779e-14	3.93671299698919e-13
ENSG00000007944	581.105881310608	360.704005961917	801.5077566593	2.22206502675749	1.15190103653252	4.27085505694818e-15	5.62916827494219e-14
ENSG00000007968	389.462023091125	556.082864665202	222.841181517049	0.400733767711425	-1.31928401172904	5.72331755068588e-18	9.25083445611222e-17
ENSG00000009950	28.6709631620464	44.7505236114994	12.5914027125935	0.281368835410853	-1.82946555127409	0.000135538410084408	0.00060754474012971
ENSG00000010810	764.729753574819	508.12559440963	1021.33391274001	2.01000288900356	1.00719757501023	3.08354335785096e-19	5.4232516303226e-18
ENSG00000011028	3124.40474983361	4777.40642807785	1471.40307158937	0.30799202323286	-1.69903510822504	1.46740328443778e-145	1.21490122297489e-142
ENSG00000011201	73.5876774025631	100.345427704412	46.8299271007139	0.466687204111192	-1.09947218365646	0.000285945197899417	0.00122078284068823
ENSG00000011260	2016.19205832174	2966.48912063298	1065.89499601051	0.359311951827778	-1.47669117024618	5.64555133766374e-86	1.26200654602135e-83
ENSG00000011422	350.282813466263	202.53211906734	498.033507865186	2.45903469611946	1.29809209100002	5.22300803848688e-17	7.82541030109488e-16
ENSG00000011465	390.684440927762	673.266873999325	108.102007856199	0.16056338434424	-2.63878516372446	1.12769163425234e-71	1.72660402685457e-69
ENSG00000012048	2337.57177318121	3388.05535396069	1287.08819240173	0.37988995395164	-1.39634653391308	1.75576382369972e-85	3.88597470445381e-83
ENSG00000012223	6.0705461056481	0	12.1410922112962	Inf	Inf	0.00144645812807105	0.00543339354644602
ENSG00000013288	353.457139123389	549.380680673159	157.533597573619	0.286747610747054	-1.80214662949277	3.89702375521524e-34	1.60136156294268e-32
ENSG00000014914	128.58921441885	171.923582315753	85.2548465219462	0.495888029865315	-1.01191369402151	5.60322026510533e-05	0.000266272078669567
ENSG00000018236	300.734081194987	470.635302397229	130.832859992745	0.27799202339122	-1.8468846075466	5.04085924403302e-31	1.79718289539257e-29
ENSG00000020181	80.2817635203838	111.582247824645	48.981279216123	0.438970178241065	-1.18780516233656	3.49847459376753e-05	0.000172371393143221
ENSG00000020922	940.349781028361	1331.61869696155	549.080865095169	0.412340909862594	-1.27809049146402	3.38600128314543e-18	5.53699141795413e-17
ENSG00000021602	66.8720438273148	99.5723635272273	34.1717241274023	0.343184824753691	-1.54294233498882	1.05792446188546e-06	6.30804038970061e-06
ENSG00000021762	924.211972638187	1248.2241926221	600.199752654274	0.480842909632648	-1.05636244935413	1.78552552229721e-27	5.30061587323131e-26
ENSG00000023171	2624.2615706854	1405.90203914302	3842.62110222779	2.73320686309701	1.45059465454468	5.03724621710114e-62	5.46614572510092e-60
ENSG00000023909	2352.79188291295	952.892345853222	3752.69141997267	3.93821131663357	1.97754052548018	3.03163751146582e-100	9.28345547004206e-98
ENSG00000024862	141.90176884508	205.053438968531	78.7500987216299	0.384046710544151	-1.38064630224285	2.36761709555077e-10	2.12980734623509e-09
ENSG00000025772	1001.9312192476	618.544486618353	1385.31795187685	2.23964158091608	1.16326787031471	1.7640696570183e-29	5.75679023547255e-28
ENSG00000026103	1039.23641286025	555.970522929952	1522.50230279054	2.73845867721006	1.45336411055308	8.44239152921244e-45	5.39203486411471e-43
ENSG00000026751	14.0175203013333	0.484373473286939	27.5506671293796	56.8789759323975	5.82982358532726	1.41430923820925e-06	8.32205020029736e-06
ENSG00000026950	405.577760419643	639.362879069322	171.792641769965	0.26869348752313	-1.89596674053273	5.47651926086848e-42	3.13100029558706e-40
ENSG00000027075	767.045232902301	369.131889577101	1164.9585762275	3.15594130206996	1.65807037265172	2.8869661756212e-45	1.86518040144036e-43
ENSG00000029153	268.515376183876	177.252764621951	359.777987745801	2.02974542322736	1.02129879160803	2.36139384488844e-09	1.91602896583071e-08
ENSG00000030419	130.998480973626	194.587534825401	67.4094271218509	0.346422124019074	-1.52939702511902	5.61047044802429e-11	5.31200577700699e-10
ENSG00000031003	1562.01161601221	2129.08945569205	994.933776332365	0.467304825390235	-1.09756416033686	5.04604539683399e-39	2.58121965219284e-37
ENSG00000031691	720.068475300997	1156.98992707567	283.147023526322	0.244727302200447	-2.03075303494137	5.98137760646211e-77	1.02852088472965e-74
ENSG00000032219	758.163287618442	1026.51496559275	489.811609644129	0.477159735670576	-1.06745578613585	2.79163826805504e-24	6.91843479424639e-23
ENSG00000035141	974.713062901362	1329.68227716845	619.743848634279	0.466084161062913	-1.10133760828009	1.20405039832036e-30	4.20552228188332e-29
ENSG00000035499	339.735510233531	462.700385055661	216.770635411401	0.468490285317839	-1.09390896262529	1.25013791368467e-13	1.46006180368376e-12
ENSG00000035664	59.0644081985458	84.6573124901294	33.4715039069623	0.395376405444774	-1.33870131578655	4.04454708555668e-05	0.000197578246395398
ENSG00000036549	1535.45626867706	2049.26191463426	1021.65062271987	0.498545654620341	-1.00420246854188	3.06264219557199e-35	1.3191195306323e-33
ENSG00000036672	433.151702103928	261.517637473261	604.785766734594	2.31260029945946	1.20951593790778	6.74819681180772e-18	1.08135621169283e-16
ENSG00000037241	320.490522668178	205.053438968531	435.927606367825	2.12592194776468	1.08808862996407	1.52337292735211e-11	1.51281556721587e-10
ENSG00000038002	403.748641294423	565.943460799466	241.55382178938	0.426816172499201	-1.22831325250583	4.4526564148506e-19	7.76401571743918e-18
ENSG00000039068	19.1731229401137	6.87638476060874	31.4698611196187	4.576512544774	2.19424863524462	0.011059653132637	0.034280017488487
ENSG00000040275	1484.33590933583	2118.21500040949	850.456818262165	0.401496929300263	-1.3165391410183	2.80590821131629e-57	2.66907541088359e-55
ENSG00000048392	1656.35677435327	995.522582002678	2317.19096670387	2.32761266152538	1.21885099905812	2.21757957053449e-43	1.35813078684186e-41
ENSG00000048740	74.7846048944686	106.0584568491	43.5107529398376	0.410252555359587	-1.28541577493723	3.21034578855104e-05	0.00015894589093526
ENSG00000049130	5978.16716329435	9973.50355877582	1982.83076781287	0.198809852137482	-2.3305388426265	0	0
ENSG00000049246	147.162806471572	221.229149956224	73.0964629869199	0.330410630793383	-1.59766798940675	1.43169461985198e-13	1.66168751465063e-12
ENSG00000049323	79.7431939035037	109.838288500803	49.6480993062039	0.452010860546509	-1.14557065793638	8.1289284561608e-05	0.000375908288599542
ENSG00000050165	452.583279201879	681.491556144833	223.675002258925	0.328213901173251	-1.60729175082855	1.39181092800545e-25	3.74849897405226e-24
ENSG00000050438	41.3892570634048	16.8536190302868	65.9248950965227	3.91161654823527	1.96776495130407	1.03917038211271e-05	5.49293325177289e-05
ENSG00000052749	762.32552438319	479.266387482091	1045.38466128429	2.1812183966758	1.1251342284962	1.29772057750312e-19	2.35083029088369e-18
ENSG00000053108	250.729207748251	467.536601088242	33.9218144082596	0.0725543504600556	-3.7847940668821	3.52662862468712e-81	7.03877288180857e-79
ENSG00000053438	47.1044920633736	31.2853706941389	62.9236134326083	2.01127913898737	1.00811332256117	0.0104890400615673	0.0327292017778164
ENSG00000053747	819.830621016437	1129.46935063266	510.191891400212	0.45170937229455	-1.1465332470349	4.34236687410309e-29	1.38472566481741e-27
ENSG00000053918	97.5920256614648	147.903813720918	47.2802376020112	0.319668819975291	-1.64535006225079	6.33136206429594e-10	5.43306209540389e-09
ENSG00000054654	5596.12315407684	7857.72116673318	3334.52514142049	0.424362874510958	-1.23662964763975	1.58645206000353e-100	4.92549296518319e-98
ENSG00000054938	23.2320019247354	10.5578379775977	35.9061658718732	3.40090139174906	1.76591717608486	0.00326044446535348	0.0114327804829038
ENSG00000055147	407.400734545537	554.318497440579	260.482971650494	0.469915712452689	-1.08952608731306	8.44183694301501e-15	1.08765892232944e-13
ENSG00000056345	20.5393064809833	6.97368909528258	34.1049238666841	4.89051395906862	2.28998609037907	0.000423240899870404	0.00175922779392023
ENSG00000056736	156.052039791538	211.6400589252	100.464020657875	0.474692840136574	-1.07493380534197	1.79835661840821e-07	1.18132423884505e-06
ENSG00000058453	109.077868576683	149.261778006188	68.8939591471791	0.46156464211704	-1.11539538346067	5.1512337038898e-06	2.82301245934671e-05
ENSG00000059378	184.102168516464	249.027676102721	119.176660930206	0.478567935882944	-1.0632043555377	3.70491642227207e-06	2.06842411846828e-05
ENSG00000059588	2406.10541978846	3455.63221574995	1356.57862382697	0.392570313948345	-1.34897701413316	6.7127747470624e-80	1.29359798875718e-77
ENSG00000059804	3288.54605368184	2018.7077182157	4558.38438914798	2.25807052106437	1.17509054315304	1.3674818324599e-42	8.15165036874895e-41
ENSG00000060642	174.650799160387	271.302411273674	77.9991870471007	0.287499055688155	-1.79837087746079	6.82816167005866e-14	8.1755075507494e-13
ENSG00000060762	325.714025807235	201.66067645544	449.767375159031	2.23031769537089	1.15724922803385	2.98589628508298e-09	2.3975116938486e-08
ENSG00000060982	2657.42881395126	3578.75178949918	1736.10583840334	0.485114906123817	-1.0436015849887	2.27405474131063e-51	1.80904696395936e-49
ENSG00000063127	29.5768001667514	47.9465292551603	11.2070710783426	0.233741028859485	-2.09701710044667	1.55723925055469e-05	8.03938249581977e-05
ENSG00000063587	432.737885587692	221.13184562155	644.343925553834	2.9138450128824	1.5429241426418	3.79735910109949e-26	1.06107706682473e-24
ENSG00000064195	107.626804025267	183.650146409478	31.603461641055	0.172085142641759	-2.53880555045713	1.70280244322284e-20	3.28992617249814e-19
ENSG00000064199	63.5144149395853	90.7552625733474	36.2735673058232	0.399685552961816	-1.32306266885662	0.0038409868482231	0.0132502191366017
ENSG00000064225	117.94317310924	168.827029206848	67.0593170116309	0.397207232317458	-1.33203620330622	2.3499790802121e-08	1.71279531656541e-07
ENSG00000064393	121.903986485438	166.208404970984	77.5995679998926	0.466881130430436	-1.09887281340632	4.1667112007933e-06	2.31047225504767e-05
ENSG00000064547	68.5783626866088	94.729702894399	42.4270224788185	0.447874543912742	-1.15883342560047	0.000155055008883512	0.000688674680822975
ENSG00000064687	354.86628754447	476.834853215286	232.897721873654	0.48842428422174	-1.03379316267158	1.17408613231745e-12	1.27343626403805e-11
ENSG00000064726	2181.82171549024	3512.68561076293	850.957820217552	0.242252770247984	-2.04541493141346	2.82497394412866e-168	3.94684172169076e-165
ENSG00000065325	8647.03023207747	12664.7965818791	4629.26388227588	0.365522166293573	-1.45196919696645	4.74414850688212e-148	4.61089981403665e-145
ENSG00000065361	224.509242951975	305.494022807535	143.524463096415	0.469811035179689	-1.08984749432559	7.533715242715e-10	6.41312530600347e-09
ENSG00000065534	446.831248718986	624.258589863082	269.40390757489	0.431558190707441	-1.21237299136993	1.9948245483651e-15	2.70092719286211e-14
ENSG00000065600	383.026697277047	255.126700285981	510.926694268112	2.00263905618423	1.00190242176118	9.31588741716711e-12	9.44004294303506e-11
ENSG00000065615	412.016445457409	194.981048564261	629.051842350557	3.22622043004983	1.68984501334645	6.46293151214629e-25	1.66827218270806e-23
ENSG00000065618	57.9281199622836	93.7588077477429	22.0974321768243	0.235683800889162	-2.08507549276939	3.69362586235387e-09	2.93624866739184e-08
ENSG00000065665	420.86006834521	240.504636352945	601.215500337474	2.49980835901716	1.32181749885013	1.0957410197097e-19	1.99626689116467e-18
ENSG00000066279	14257.1342427337	19035.9102811993	9478.35820426808	0.49791988217287	-1.0060144708481	2.26523022225302e-54	1.97800610891578e-52
ENSG00000066654	1653.58369972516	905.152240367862	2402.01515908245	2.65371398529186	1.40801288682084	1.88389685668243e-55	1.67779403722227e-53
ENSG00000066923	27.9643951842555	38.550972793443	17.377817575068	0.450775072996957	-1.14952035545969	0.0148547036071611	0.0448853804318032
ENSG00000067064	5383.50190928439	8186.214654387	2580.78916418178	0.3152603826237	-1.66538421057315	1.0382085172689e-95	2.79615821626854e-93
ENSG00000067141	114.029915617941	175.993178771396	52.0666524644857	0.295844718687176	-1.75708795403918	1.30643916894949e-12	1.40742849073238e-11
ENSG00000067798	60.8848822373892	9.29825212704344	112.471512347735	12.0959843646977	3.59645627472866	3.5903138743373e-17	5.43384403161382e-16
ENSG00000068078	294.560255477455	438.775772595418	150.344738359492	0.342645942984004	-1.54520948966696	2.0648254753488e-11	2.02799247258115e-10
ENSG00000068615	241.295134661447	386.179043176694	96.4112261461996	0.249654215705556	-2.00199682640823	5.4555409455886e-30	1.82838324284389e-28
ENSG00000068697	3431.69415889626	4739.87209796377	2123.51621982876	0.448011291431475	-1.15839300124978	7.41820363249622e-66	9.69745754390764e-64
ENSG00000068781	188.090250224208	341.341956230933	34.8385442174832	0.102063469144453	-3.29246150991353	7.26317937867329e-22	1.53315497479568e-20
ENSG00000068885	814.960307335427	1159.11988143809	470.800733232768	0.406170872204055	-1.2998413117612	2.2494913624727e-37	1.06989638120669e-35
ENSG00000068912	2360.03762583209	3677.49738384716	1042.57786781702	0.283502001224089	-1.81856917578378	2.37419233582721e-46	1.60340469713237e-44
ENSG00000069011	540.073212855433	331.552886030355	748.593539680511	2.25784051721985	1.17494358480804	2.18386015271326e-19	3.88988126324719e-18
ENSG00000069399	106.623982188148	67.8047675598837	145.443196816412	2.14502905991027	1.1009971928551	0.0016466318906832	0.00612765261933283
ENSG00000069424	972.708895316869	579.896209490237	1365.5215811435	2.35476893760674	1.23558550190875	2.9633130129157e-32	1.1246502392312e-30
ENSG00000069535	962.591385377672	1294.71437915728	630.468391598066	0.486955580124502	-1.03813791858977	3.33759066562432e-27	9.75274532540732e-26
ENSG00000069702	1765.56331410426	2431.34558295432	1099.7810452542	0.452334317657082	-1.14453864051536	4.94095625021722e-27	1.43441735087475e-25
ENSG00000070669	2327.7380798379	3208.47158170673	1447.00457796907	0.450994980357391	-1.14881671873221	4.92820269779624e-58	4.76904948513147e-56
ENSG00000070729	68.2662530377096	20.8259111512562	115.706594924163	5.55589592617579	2.47401957480592	3.59637685208802e-07	2.26715759028696e-06
ENSG00000070759	48.0181619014754	67.8015452597603	28.2347785431906	0.416432670302983	-1.26384483836535	0.000659423726286814	0.00264598060983943
ENSG00000070915	1440.55536601535	2246.65516366458	634.455568366125	0.282400066831461	-1.82418766485686	3.25142716226944e-94	8.65266699825845e-92
ENSG00000071537	4330.75364818207	2859.08451459906	5802.42278176508	2.02946878699694	1.02110215171779	5.76940273715103e-36	2.57938457572548e-34
ENSG00000071553	2631.46400693737	1517.89068990702	3745.03732396772	2.4672641771043	1.30291219743511	3.46547665056947e-61	3.67143436240901e-59
ENSG00000071967	2280.84949807463	3460.29745331409	1101.40154283517	0.318296781619253	-1.65155552530095	9.89118002839833e-116	4.5123967011187e-113
ENSG00000072041	216.988385531058	101.315248751027	332.661522311089	3.28342995168056	1.71520367727715	4.2510882335168e-18	6.91621734876525e-17
ENSG00000072163	53.4941904395302	32.6411867793259	74.3471940997345	2.27771112007558	1.18758478301518	0.00123747207142841	0.00472216638523571
ENSG00000072195	195.591597548005	261.033263999974	130.149931096035	0.498595194733678	-1.00405911612393	1.23289126212738e-07	8.27629167375237e-07
ENSG00000072274	46589.0214847956	66660.3101930181	26517.7327765731	0.397803921100722	-1.3298705981911	4.3823400293086e-166	5.44237938973136e-163
ENSG00000072422	730.203380622519	1023.31251534885	437.094245896192	0.427136616957319	-1.22723051430761	3.11610918585759e-30	1.06185220641251e-28
ENSG00000072778	4984.24918317136	7317.31460218181	2651.18376416092	0.362316492907168	-1.46467761508621	9.25414101631159e-72	1.42666943640434e-69
ENSG00000072786	440.740698679557	268.973551841749	612.507845517366	2.27720473378638	1.18726400387693	6.59199381430525e-14	7.91818536942395e-13
ENSG00000073146	56.0436595101249	102.864599405521	9.22271961472898	0.0896588298406768	-3.47941051922919	3.72530089196599e-08	2.65208204264356e-07
ENSG00000073282	35.6913804483125	64.8953044200387	6.48745647658628	0.0999680413639149	-3.32238923423615	1.58616032153683e-11	1.57376954405834e-10
ENSG00000073711	189.627919451618	253.091902058159	126.163936845077	0.498490610798309	-1.00436176354832	1.62088196669669e-07	1.07103740713975e-06
ENSG00000073737	11.0048227107604	1.64665498916737	20.3629904323534	12.3662762183412	3.62833923060079	0.000634471116549801	0.00255227053074577
ENSG00000073756	1067.33199579674	1431.382446858	703.281544735484	0.491330284424852	-1.02523492878233	1.55538101665654e-28	4.86960605691041e-27
ENSG00000073803	56.2854176103014	19.1781820620477	93.3926531585551	4.86973441259445	2.2838430922088	6.02608138479736e-09	4.68220449342232e-08
ENSG00000073849	433.200694739453	223.257503583799	643.143885895108	2.88072685383991	1.52643287282253	2.90611447567813e-24	7.18620387049876e-23
ENSG00000073910	239.84941584974	152.556162084563	327.142669614917	2.1444080995796	1.10057948938372	8.77489729683741e-09	6.6809963955553e-08
ENSG00000074527	2412.35553235755	1473.32403396446	3351.38703075065	2.27471143719325	1.18568354112015	2.19115323725472e-50	1.69484565624886e-48
ENSG00000074621	96.0178442887543	135.216021380908	56.8196671966011	0.420214014702728	-1.25080381625347	2.01901438751909e-06	1.16773732519021e-05
ENSG00000075303	399.63119659374	549.186072003812	250.076321183669	0.455358090694501	-1.13492657708318	2.14298279448244e-16	3.09059596050712e-15
ENSG00000075539	1130.27229336846	1815.22726010257	445.31732663435	0.245323181522289	-2.0272445287983	1.28860226070274e-106	4.36445680844684e-104
ENSG00000075826	316.039573657659	466.957071480364	165.122075834954	0.353612967700603	-1.49975691265149	1.11650918691591e-22	2.48837949793801e-21
ENSG00000076242	726.689238077927	1077.07260038349	376.305875772363	0.349378375829428	-1.51713777698493	4.7198658639487e-45	3.03183567593992e-43
ENSG00000076641	840.694464126561	473.153399998297	1208.23552825482	2.55358099140611	1.35252181743958	8.67272968286079e-35	3.65103953541752e-33
ENSG00000076662	142.999124827791	89.2059119188539	196.792337736727	2.20604591672959	1.14146281955517	4.67707197292987e-07	2.90743233823343e-06
ENSG00000077092	93.6528392978834	166.692778444271	20.6129001514961	0.123658027323526	-3.01557219883972	7.71972854318056e-15	9.96344179297102e-14
ENSG00000077585	156.868097928175	226.263196958276	87.4729988980735	0.38659843966672	-1.37109228012566	1.01579004845697e-07	6.89344649219341e-07
ENSG00000078018	69.7380537966328	113.225680513689	26.250427079577	0.231841636636517	-2.10878841044643	1.80959321556109e-05	9.27364666223123e-05
ENSG00000078081	49.541470527322	31.6735139327931	67.4094271218509	2.12825855902457	1.08967343240051	0.0055366124375762	0.0183955758664653
ENSG00000078114	80.3294734797702	155.072111485549	5.58683547399174	0.0360273386392394	-4.79476410680775	2.66278660760137e-36	1.21230003719595e-34
ENSG00000078237	1338.44371160757	836.183043092015	1840.70438012313	2.2013175169358	1.13836725384849	1.78586094239006e-34	7.43410344621738e-33
ENSG00000079313	291.005844293962	192.363498428437	389.648190159486	2.02558278125952	1.01833704610664	9.48006997959811e-10	7.99386964631974e-09
ENSG00000079931	157.017159280058	256.964741644372	57.0695769157438	0.222091079696551	-2.17077664678407	3.83919415945691e-23	8.80218935799997e-22
ENSG00000080031	43.3913570631737	18.3056653501065	68.4770487762409	3.74075716269131	1.90333031404372	1.14298267066568e-05	6.01748342441374e-05
ENSG00000080503	1989.23323647836	2791.67648307816	1186.78998987855	0.4251173074933	-1.23406709931544	8.07113799456361e-61	8.47052670096127e-59
ENSG00000080546	795.134493355144	518.18831791353	1072.08066879676	2.06890165550906	1.04886506884149	2.54557312455419e-16	3.65001549879952e-15
ENSG00000080573	21.3295618193538	6.10224648338254	36.556877155325	5.99072444138001	2.58273047459844	0.000115639095260539	0.000523172705009937
ENSG00000081041	72.2700975624075	44.459684707519	100.080510417296	2.25103958958959	1.17059143004943	0.000408318661799217	0.00170099801823699
ENSG00000081189	19.1465427861821	32.1557392059978	6.13734636636629	0.190863171487021	-2.38938934436579	0.000218448486362581	0.000948562055973024
ENSG00000081665	7.71624402141665	15.0155776718951	0.416910370938175	0.0277651902609456	-5.17057890774452	0.000173319005532091	0.000764326898730392
ENSG00000081923	558.071669078648	264.135187609085	852.008150548211	3.22565182723465	1.68959072422506	2.04221512308551e-37	9.75463180800287e-36
ENSG00000081985	23.0278297220027	4.26205692490862	41.7936025190968	9.80597004109532	3.29366035395184	2.16476200560319e-06	1.24622945849224e-05
ENSG00000083290	440.124118790874	683.439791038392	196.808446543356	0.287967497830838	-1.79602210740168	2.71711519835734e-41	1.52993433612292e-39
ENSG00000083454	589.247611001722	380.368709697333	798.12651230611	2.09829697332673	1.06921887792733	1.23439337610619e-17	1.94143714526667e-16
ENSG00000084628	12.3254592165712	3.97121802092823	20.6797004122143	5.20739488570829	2.38056181292211	0.00635562032742614	0.020862487048353
ENSG00000084636	26.1924237601962	13.5603090519521	38.8245384684404	2.86310129951289	1.51757871529692	0.00554797152204391	0.0184305774117654
ENSG00000084731	41.233485303586	22.7623309443628	59.7046396628092	2.62295807089104	1.39119474568866	0.00145739268721041	0.0054735477368786
ENSG00000085224	5621.50390757385	7636.79144848126	3606.21636666643	0.472216164470957	-1.08248066746112	2.27864497400393e-77	3.97943982413154e-75
ENSG00000085365	1486.62004510665	882.294753288907	2090.9453369244	2.36989433421204	1.24482273553421	2.42609458341659e-42	1.41231558118996e-40
ENSG00000085465	68.1396595273824	39.0342721666888	97.245046888076	2.49127347559623	1.3168833998327	7.29010745107358e-05	0.000339506379086039
ENSG00000086200	985.989043875187	614.479186562875	1357.4989011875	2.20918613823317	1.14351498021082	3.66549660421843e-28	1.12862962934847e-26
ENSG00000086205	64.298789421383	116.523286892188	12.074291950578	0.10362127839519	-3.27060780727702	1.76862658219372e-19	3.17302396616039e-18
ENSG00000086289	675.709693245435	1163.76685930152	187.652527189346	0.16124580768864	-2.63266644322238	1.19950080793328e-113	5.15646943471932e-111
ENSG00000086717	407.887176240108	570.785047332253	244.989305147962	0.429214651457669	-1.22022877083266	9.34391762919018e-19	1.59445751666349e-17
ENSG00000087074	716.145639327228	472.396447321729	959.894831332727	2.03196877701958	1.02287823400718	1.27300730528503e-12	1.37406109620191e-11
ENSG00000087088	435.295086405753	280.114141727348	590.476031084159	2.10798365067517	1.07586367761018	7.52737032568321e-15	9.72640672024986e-14
ENSG00000087258	32.784952715112	52.1112818453951	13.4586235848289	0.2582669838128	-1.95306487006872	1.87983746556833e-05	9.60719860661053e-05
ENSG00000087303	43.9949509384245	22.665026609689	65.3248752671601	2.88218833324619	1.52716460982318	0.000266898952417259	0.00114471588302675
ENSG00000087448	1037.54111237696	1426.06937605242	649.012848701501	0.4551060836171	-1.13572522326911	1.70917682116857e-34	7.12816019783623e-33
ENSG00000087842	760.885407308384	1077.73761922559	444.033195391176	0.412004914248271	-1.27926654942225	5.18754438723881e-30	1.74117668517022e-28
ENSG00000088035	304.717660938397	422.982834346173	186.45248753062	0.440803910680749	-1.18179107176165	1.96443627546756e-14	2.46011252110934e-13
ENSG00000088726	125.814602874055	37.7757604161757	213.853445331935	5.66112880259485	2.50108974838145	5.59833249364236e-20	1.03682787541741e-18
ENSG00000089163	28.0854837790022	16.0784066530195	40.092560904985	2.49356554851508	1.31821012771716	0.0114291155016399	0.0353321045392971
ENSG00000089335	231.772356665414	330.293300179801	133.251413151026	0.403433593955701	-1.30959687257417	4.114824253951e-14	5.03463499577563e-13
ENSG00000089902	1802.43220037669	2497.1262932868	1107.73810746659	0.44360515943651	-1.17265194974351	9.17333798973858e-52	7.45675626991332e-50
ENSG00000090006	193.627712393053	267.045724848971	120.209699937136	0.450146505828247	-1.15153347381675	8.31565706615197e-10	7.04655792482036e-09
ENSG00000090020	416.435881139514	264.809873351555	568.061888927474	2.14516884033749	1.10109120275111	1.03064923882654e-14	1.32180912706417e-13
ENSG00000090054	1973.41032155228	1181.49299504375	2765.32764806081	2.34053664275716	1.2268393516383	3.91702148692909e-48	2.77092083287382e-46
ENSG00000090061	1500.58698115449	961.326674068653	2039.84728824032	2.12190854915844	1.08536247975943	8.09203983999802e-34	3.2534075284769e-32
ENSG00000090339	88.7623681845505	12.7861707747259	164.738565594375	12.8841205468654	3.68752215897836	4.15286344437325e-13	4.64630177354953e-12
ENSG00000090520	1506.29383619583	2182.97755519349	829.610117198155	0.380036027042257	-1.3957919037746	2.45532381284057e-50	1.89263132800821e-48
ENSG00000090539	19.1066842547161	28.5737385237649	9.63962998566716	0.337359774523373	-1.56764013239209	0.0110282920856982	0.0342112741165275
ENSG00000090612	444.155824132812	630.848432119875	257.463216145748	0.408122146361814	-1.29292709568692	3.91744334397941e-23	8.97239021632334e-22
ENSG00000090776	90.5076866516246	56.4695690049364	124.545804298313	2.20553842526097	1.14113089552445	8.14207413230099e-05	0.000376360473849165
