ensembl_gene_id	Refactor_log2FC	Refactor_pval	Refactor_padj	Dominissini_log2FC	Dominissini_pval	Dominissini_padj
ENSG00000099994	3.03702790096123	5.86685680805265e-107	1.17678639766298e-104	3.06628900445845	2.14213342697099e-110	8.40092116254551e-108
ENSG00000099998	3.04795487242053	6.77244419251856e-07	2.69913634351296e-06	4.55822465429119	0.000917159927284365	0.00357866870562309
ENSG00000100156	-2.20318418792292	0.00615565777164499	0.0133882318810709	-2.37063123290315	5.12468731572814e-05	0.000245672872090471
ENSG00000100292	4.16279438044727	2.29305776832011e-184	1.92602520927837e-181	4.09181153006153	6.84835098401269e-156	7.28990656650569e-153
ENSG00000100368	5.96796641350229	0.00125207972109225	0.00313638385307711	Inf	0.001425581134278	0.00536308325069849
ENSG00000100767	-2.3884387365014	2.57393491197345e-29	5.07201045190781e-28	-2.38518305472493	8.50854992631501e-43	5.11290658744209e-41
ENSG00000101000	3.08633180339069	5.02779013561862e-54	2.66017604852672e-52	3.13840049297293	1.67290363992802e-67	2.29423852557981e-65
ENSG00000101188	2.45185269268931	0.00191040616380735	0.00461429698695308	2.95767293877756	3.263961420112e-05	0.00016135027329762
ENSG00000101773	-2.06050785127912	1.92128838255223e-104	3.58613813515548e-102	-2.07021148091595	1.33544139733309e-122	6.94243185953116e-120
ENSG00000101850	2.53821847240494	5.20467303708169e-05	0.000162815644658615	2.65808237536991	5.16529766930527e-07	3.19052401491158e-06
ENSG00000102575	4.2811736911234	1.86249495016402e-10	1.06783573529242e-09	4.30660536424818	2.01463867617124e-06	1.16550809956346e-05
ENSG00000102854	-2.1500857720249	1.15202716431942e-138	4.0742350161286e-136	-2.01586011050805	3.01956310245342e-144	2.32756253766357e-141
ENSG00000103888	2.81618733286152	5.93214168830731e-68	4.77377557779413e-66	2.73118524583857	2.39794300058897e-60	2.47021280346386e-58
ENSG00000104213	3.47750398266658	2.52654105047484e-17	2.45333707928695e-16	3.43537265131886	2.3622857779093e-21	4.83576339554804e-20
ENSG00000104368	2.26822623448057	1.90897459158817e-09	9.92829316422345e-09	2.47318384938094	1.23670600838107e-13	1.44588525686979e-12
ENSG00000105146	3.42594963491754	8.22803182017735e-05	0.000249721137378869	3.63306783426691	1.9006106806095e-07	1.24298494670969e-06
ENSG00000105219	5.62736558262419	0.000351166932315858	0.000962932545070968	Inf	1.34725622053625e-07	8.9953899503785e-07
ENSG00000105711	2.71381874628462	0.00370767521000887	0.00846254197474681	2.6468550253271	0.0143363187624353	0.0434600040162028
ENSG00000105854	-2.46517255112315	2.28968293246159e-208	3.07710489293514e-205	-2.39942399488578	0	0
ENSG00000105963	-2.20179823323943	0.00896262700298455	0.0188297542961462	-2.31040559750055	0.00544265567824932	0.0181265084969585
ENSG00000105967	6.4304631774228	1.60701202143195e-05	5.40456320220821e-05	6.44190991350177	5.32244741276941e-10	4.60085032734135e-09
ENSG00000106003	-2.40797940082231	0.000378237807855046	0.00103148090498457	-2.20751086575517	0.000156550353503339	0.000694350516312231
ENSG00000106366	3.37744686436794	6.24227731661547e-21	7.83286319869237e-20	3.34205459250972	5.44075555820763e-28	1.65472992854658e-26
ENSG00000108960	-3.67186906568313	4.03826683085463e-72	3.84895517303939e-70	-3.60730230455002	2.98874977996689e-103	9.68268298280869e-101
ENSG00000109063	-2.1377720697157	0.00033671555530665	0.00092651931772442	-2.29996634944011	0.0086123014765156	0.0274635359780356
ENSG00000109205	-2.68200045041767	5.48859801474888e-08	2.45870895734034e-07	-2.94456188981574	1.06541619560439e-11	1.07039611849621e-10
ENSG00000109452	6.21449235374666	0.000737150889049174	0.0019169061141509	Inf	0.00843614839130855	0.0269556405287752
ENSG00000109846	2.38117858289714	8.38913523022418e-15	6.84111579848196e-14	2.31173020589099	1.59654216800767e-14	2.01861445835087e-13
ENSG00000109956	-3.08913100362048	1.34972026375189e-12	9.42734312454196e-12	-3.20117391745823	2.55184330020148e-19	4.52011926566591e-18
ENSG00000110436	-2.64446553699098	8.95669150671023e-14	6.80820006553613e-13	-2.59912608278879	5.0385510044225e-14	6.1346279495022e-13
ENSG00000111012	2.49549446881292	2.94571355818444e-13	2.15853023492043e-12	2.59925477975971	2.94860887642317e-18	4.83944220437323e-17
ENSG00000111181	-3.30958025183508	9.92648681903989e-06	3.43024058526812e-05	-3.54735459577144	7.03219832651196e-09	5.42809949554034e-08
ENSG00000111335	-2.68215580641044	0.00945990304638522	0.0198024356760702	-2.61482925827019	0.0016123976958092	0.0060132696183048
ENSG00000112379	2.43053713199787	1.55078893078622e-19	1.78263820434339e-18	2.56474420201628	2.8520148795274e-19	5.03585628885905e-18
ENSG00000113389	2.04712517601698	7.34921097085213e-14	5.60533747090135e-13	2.02285241549974	8.41301609869724e-12	8.55227657436463e-11
ENSG00000115008	3.69452764544084	1.79299246888618e-40	5.77842345068619e-39	3.6323819269062	1.0720715165173e-50	8.40880234393954e-49
ENSG00000115009	4.43217829270871	0.000637373507947391	0.0016716749752742	3.97439605862473	4.31568583324204e-05	0.000209677985473359
ENSG00000115896	-3.28862857882409	5.86017611406671e-16	5.20177719926965e-15	-3.29502549197937	7.37230234636911e-12	7.52169998405911e-11
ENSG00000116016	2.5945357641453	0	0	2.55705808575359	2.99059797849791e-243	1.33703654422684e-239
ENSG00000116299	2.27894630793927	5.50726736487158e-12	3.63160775841556e-11	2.50904666433743	1.32603320685034e-16	1.93612973912034e-15
ENSG00000116574	-2.53073229266099	5.06718589183653e-119	1.19470019649809e-116	-2.51177712477575	5.20007506631632e-125	2.76767804839131e-122
ENSG00000116717	2.18193351559975	2.14230498678253e-49	9.43948744831816e-48	2.15622100843801	6.63354441941644e-53	5.57467112600132e-51
ENSG00000117115	3.03751885878878	0.00968580382918554	0.0202374871984491	3.07927554354347	0.00364812996861282	0.0126709598070806
ENSG00000117501	2.76683994273487	0.0186022834178001	0.0364957791024548	3.33740907356135	0.00378639729129801	0.0130942334544672
ENSG00000118194	4.71081396200614	0.000237685311456289	0.000670216722757252	5.5137940415135	2.87515938670502e-05	0.00014339873478448
ENSG00000118514	3.95799290065859	0.000111371489265943	0.000331059819563152	4.53214561679656	0.0024803929784349	0.00892861588404732
ENSG00000118946	-2.36607427715223	0.0214601050170197	0.0413853682534114	-3.01700050226351	0.00402682387492666	0.0138442972777777
ENSG00000119915	3.52938865927512	8.10392211337349e-13	5.74109695738674e-12	3.64247391667797	4.53041795998971e-10	3.9436512101873e-09
ENSG00000119922	-3.27420203093183	5.10965457396576e-72	4.83582026898069e-70	-3.24407596130997	1.38247410099138e-129	7.92405796245161e-127
ENSG00000119943	-3.08950722011149	5.1708924448962e-17	4.92848394091915e-16	-3.20608272515417	2.75706954660706e-23	6.36032328636266e-22
ENSG00000120833	2.73534039481874	2.40921549250728e-12	1.64352522861956e-11	2.8652741746371	6.14990017350727e-18	9.89739873855878e-17
ENSG00000120875	2.30143606559399	7.56212714904232e-29	1.46648523457402e-27	2.47916170077432	1.45134254622009e-42	8.60565285894e-41
ENSG00000121769	2.38843095812071	1.72069714257018e-51	8.05729926794448e-50	2.46436454214321	2.6291037351118e-57	2.51158055105509e-55
ENSG00000121895	2.52017952070507	0.000508516077804301	0.00135728849446117	3.04884041578081	3.74126040966359e-06	2.08819313851735e-05
ENSG00000122176	2.35439101716156	1.47823095892918e-06	5.64213174014464e-06	2.35248843835808	1.31202894358329e-08	9.86515136389532e-08
ENSG00000123095	2.63326358058444	2.28369368551106e-08	1.06564442498553e-07	2.75806728545552	4.13901879670407e-11	3.96077166872957e-10
ENSG00000123201	-2.67821442790699	0.000200992841544736	0.000574100488314498	-2.87113440230641	8.38595795500164e-07	5.05964113700693e-06
ENSG00000123838	2.04834835683479	0.000133027326613391	0.000391107906881944	2.33874626389988	2.95727825899866e-06	1.66936864145596e-05
ENSG00000123989	2.38815751466491	1.13559975413734e-62	7.82632056197526e-61	2.74285624942791	1.81761522405779e-98	5.49067171872808e-96
ENSG00000124243	3.0576074423081	7.38744657928009e-10	4.00807002740998e-09	2.78919408763432	1.89428914427559e-09	1.55280306311465e-08
ENSG00000124406	-3.23669785136432	2.10621276154742e-51	9.79425373786707e-50	-3.40228800061841	4.15364992691217e-70	6.19004603107965e-68
ENSG00000124435	2.93038226374707	0.00260943593693567	0.00612438168991941	4.25754351649873	9.97474597096639e-05	0.000455423757015896
ENSG00000125538	4.83645506553318	1.67067776465296e-11	1.05162709504314e-10	4.48289424643093	2.92863342365695e-18	4.81018894580657e-17
ENSG00000125740	3.25368952282734	1.38108146367277e-09	7.28714322351722e-09	3.40417880642397	7.97592648835661e-14	9.49381579982554e-13
ENSG00000125966	2.21030199022607	9.95143045909785e-60	6.05146035926769e-58	2.17902186017772	4.00078517552857e-67	5.42021526144035e-65
ENSG00000126838	-2.1083236968273	8.77312236393656e-31	1.87443547613583e-29	-2.18232755058565	3.71504053172714e-26	1.03937441860111e-24
ENSG00000126947	4.55029622876614	0.0103079772203507	0.0214022180936365	4.96479213742221	0.00117888505825019	0.0045178804375321
ENSG00000127084	2.01398109185857	0.0106552673775095	0.0220166264277906	2.42975607066024	0.00167542180673649	0.00622540739403266
ENSG00000128262	2.32657146453016	1.10098068957098e-06	4.27185651997556e-06	3.98008901415197	0.0152880055085492	0.0460763213075515
ENSG00000128342	2.67830743044821	1.68157644240765e-49	7.45831874901532e-48	2.46424791387123	2.0568968047541e-35	8.92813032494623e-34
ENSG00000128510	2.97415009084636	1.9870005057564e-259	3.33791247460754e-256	2.91732282283497	4.17803434469197e-146	3.73583118964977e-143
ENSG00000128573	-3.91349464546023	5.00471229016569e-05	0.000156881765733464	-2.3894039231129	9.72893522224198e-54	8.36463915223067e-52
ENSG00000128710	-2.25607658297566	3.5317394920579e-05	0.000113412298766466	-2.21993742379781	2.81917791347826e-07	1.80521062955867e-06
ENSG00000129270	-2.07782781534198	9.83854623624408e-09	4.77329324436405e-08	-2.17814630428149	2.86264160532246e-13	3.25160012425702e-12
ENSG00000130021	-2.1348167321544	9.27653264491919e-51	4.19755293653431e-49	-2.08549038289135	6.8431022154943e-74	1.10050868291482e-71
ENSG00000130475	2.27458183782288	0.0054705524172609	0.012046330318789	2.47563055120996	0.00196732704461982	0.00720554635353104
ENSG00000130477	5.93620900181591	6.75704183882862e-52	3.24313875971492e-50	6.04769963689615	8.13597598261312e-109	2.8868509065926e-106
ENSG00000130513	2.00652058792475	6.85519930121137e-51	3.1229499460671e-49	2.02353135882117	4.72037697976949e-60	4.79633213662578e-58
ENSG00000130518	3.61727113681977	2.41219817032937e-05	7.9221728277264e-05	3.53883888494293	6.4670248146244e-07	3.95631835539447e-06
ENSG00000130600	-2.04103780519454	0	0	-2.01659276396454	2.16475460849117e-108	7.56108195597056e-106
ENSG00000130707	-2.60396930630641	5.6851121220556e-283	1.27337036347175e-279	-2.44279760206867	1.25810659591941e-184	2.55670134956204e-181
ENSG00000130997	-3.15693461882632	1.9170934312946e-14	1.52719731020558e-13	-3.17932019991027	1.43197436867436e-10	1.30975266110256e-09
ENSG00000131080	4.98091373642388	5.66678499725866e-07	2.27739005915548e-06	5.42636639684231	3.77520354209119e-05	0.000185027186976335
ENSG00000131196	-2.32295713475637	0.00595331742607219	0.013002865738499	-2.14413838126369	0.00145885258616918	0.00547719024373964
ENSG00000131471	2.08529350103802	0.000186856811245933	0.000535986174705202	2.05691203767478	3.33583580077264e-05	0.000164612082760423
ENSG00000131737	2.25786863119063	0.000938640885058369	0.00240091261025874	2.44818752418421	9.85760636253421e-05	0.000450287594937772
ENSG00000132139	3.71404180023268	0.00975923072385533	0.0203687376452697	3.58098041195887	0.00592756708805237	0.0195665733441114
ENSG00000132563	2.52388450726422	2.86983848657701e-05	9.32940479465614e-05	2.2229304683311	2.94596842131961e-05	0.000146570616715287
ENSG00000132718	2.4512789009152	0.000292270958611601	0.000812038332185508	2.95444463711909	1.8529272776575e-05	9.48267773918399e-05
ENSG00000132854	-2.18076665662833	0.00645988449560266	0.013988783070642	-2.51549054823772	0.00056869852967416	0.00230845958458982
ENSG00000132872	2.29878357178697	0.000782383039150156	0.00202668574848476	2.3469935026974	7.17216204928616e-05	0.000334501377946469
ENSG00000133317	3.67084222815885	0.0104762304951476	0.0216933839174559	4.2932838742217	0.00288065984665572	0.010221312732086
ENSG00000133318	-2.16501901651948	5.10294823432783e-261	9.79693161730454e-258	-2.08902225824648	2.73059427555619e-223	7.62996305447289e-220
ENSG00000133328	2.38287121925202	4.2231572733237e-08	1.91610434153265e-07	2.66068624543423	1.01494618668843e-12	1.10673692962113e-11
ENSG00000134323	-3.50317901357052	0.000589764511482081	0.001555002014873	-3.63659740671327	4.46746567275493e-05	0.000216581495659865
ENSG00000134339	4.33368463009224	0.000965289420144134	0.0024662594139386	4.2932838742217	0.00288065984665572	0.010221312732086
ENSG00000134532	-2.6403208429664	0.00515070014563208	0.0114111868211588	-2.46339675348751	0.00109678320839455	0.00422715376559514
ENSG00000135114	-2.29428974053213	6.88200009385762e-20	8.08454538997837e-19	-2.25423706345603	5.76387677976909e-14	6.98350685826332e-13
ENSG00000135180	2.62492999217689	5.47179135298516e-05	0.00017037180619041	2.70171704063327	3.94491544848468e-05	0.000193090956723071
ENSG00000135378	-2.88386063645418	1.02096545628468e-24	1.60476663941635e-23	-2.9121736287165	4.52406391977339e-34	1.85221474107352e-32
ENSG00000135437	-2.68133293087806	0.000268226966127286	0.000750510555441308	-2.46355100366622	2.35508244993659e-06	1.34677700398779e-05
ENSG00000135744	3.88998152592842	5.07098837272021e-08	2.27999373506146e-07	4.0310007150564	8.12780491306127e-11	7.57668686516146e-10
ENSG00000136167	4.67820400847883	0.00737565829724309	0.015791217437733	Inf	0.00521491333848939	0.0174538363181003
ENSG00000136244	4.69026747061439	1.35354948524552e-22	1.89482828460568e-21	4.65524566117013	6.78980633092869e-28	2.05384750638132e-26
ENSG00000136531	2.58136063244875	4.10061029385835e-05	0.000130002599054405	3.08510216008076	9.67758882953766e-05	0.00044248889485679
ENSG00000137090	4.9122894148179	9.26078564165514e-05	0.000278923572922912	Inf	1.90220258567059e-08	1.40194185925371e-07
ENSG00000137558	-3.04947932498404	1.77394851833288e-48	7.59238666811326e-47	-3.05125602794126	4.00505014158159e-76	6.73149555375299e-74
ENSG00000137628	-2.07719922117129	1.2245830885956e-29	2.47104686601144e-28	-2.28629732621936	4.73107370317003e-46	3.14757207025783e-44
ENSG00000137868	-3.2201788809371	8.13238690583129e-11	4.81034980754695e-10	-3.47634136601747	1.0710939894797e-15	1.47071468309762e-14
ENSG00000137975	2.72389035646372	3.00184626396611e-13	2.19846386601856e-12	3.01311955129086	2.12717702049189e-19	3.79193900447175e-18
ENSG00000138166	3.35890975280376	2.07217191869429e-91	3.27622569592149e-89	3.38175927161108	2.74916419726366e-109	9.91206717187609e-107
ENSG00000138294	-5.60123942958029	0.00844615713161347	0.0178555774251618	-Inf	0.0146837601350614	0.044398860281234
ENSG00000138623	2.87410012177543	1.98860301004072e-51	9.27945689303377e-50	2.93004530984429	3.96603300267797e-64	4.74100009314777e-62
ENSG00000138764	-2.37129068715527	9.94069103122188e-44	3.55300390341997e-42	-2.32637611638176	8.62935405176478e-22	1.81810160672149e-20
ENSG00000139289	2.42952110456839	4.66678076927937e-60	2.86378387024408e-58	2.465093327416	1.18475170533822e-49	8.79865103692045e-48
ENSG00000139329	-2.33023135038952	1.17547040669562e-184	1.0531431197055e-181	-2.29853370113796	3.82809884421332e-166	5.03372479785556e-163
ENSG00000139644	-2.15527285989197	1.43745453438497e-182	1.07321952708887e-179	-2.22029792494317	8.11778228521195e-64	9.55078448440147e-62
ENSG00000139767	-2.64667297655147	9.25344587094804e-07	3.63192345384552e-06	-2.65480807670097	6.45125979391113e-10	5.5338243067187e-09
ENSG00000140285	2.77458791344755	2.44521915390099e-24	3.75128997822778e-23	2.88925924082698	1.49507183476434e-12	1.60214936693778e-11
ENSG00000140287	3.68888128933739	0.000152782770180645	0.000445100292316864	3.43654501519743	6.83628545327599e-06	3.69126388943313e-05
ENSG00000140323	3.0872347414215	0.00213686900547179	0.00510622022840245	4.35988145241622	4.19931550391561e-05	0.000204691449573767
ENSG00000140488	-2.57193407908454	2.2549137715835e-06	8.44681542512656e-06	-2.58736273242292	2.70880599079853e-08	1.95836510731922e-07
ENSG00000141314	-3.50728953262605	0.0078264828570105	0.0166371564560842	-3.39409632760106	0.00209022187002513	0.00762729671605317
ENSG00000141376	-2.26791642833042	4.85568599132542e-33	1.13884055911732e-31	-2.05901467319323	7.0052195400631e-35	2.9546165584636e-33
ENSG00000142303	-2.54208268570747	2.91102188158105e-18	3.02327844409334e-17	-2.42693417496572	5.48061754250183e-25	1.42127290655552e-23
ENSG00000142552	2.70560761508904	3.27466924139906e-05	0.000105535443489597	3.25211451499533	6.69815149874062e-07	4.08653052955371e-06
ENSG00000142623	6.28991012670985	3.28036923278337e-05	0.000105693795539141	4.77750828612429	2.81624815964611e-09	2.27026366248572e-08
ENSG00000143140	3.32925873500645	2.43928923491305e-06	9.10094614880522e-06	3.74576742640145	5.86172611770518e-10	5.04167085937597e-09
ENSG00000143217	5.25462385911105	2.40934053660567e-16	2.19370782326854e-15	5.80873224267815	4.96509389914875e-33	1.93361862406918e-31
ENSG00000143473	4.20483171901562	3.56781309479527e-11	2.18441185334641e-10	4.55695402173925	1.80877122288158e-17	2.79428278619867e-16
ENSG00000143515	2.14904970598515	3.65685515700296e-27	6.53516974135142e-26	2.3546620763161	1.88772695312506e-50	1.4652169552138e-48
ENSG00000143847	-2.65579558705925	2.03648276751266e-13	1.50540659585273e-12	-2.75494567000432	2.65090270493957e-13	3.02338158501118e-12
ENSG00000144152	-4.07271810664604	3.12314192503492e-29	6.11835340095398e-28	-3.9967405374358	1.23500206699884e-17	1.94143714526667e-16
ENSG00000144230	5.29714275904332	0.00238354190450437	0.00563653346025589	3.6134625210817	0.00489296086480254	0.0165047905797187
ENSG00000144583	5.18794201969839	0.00173021905765571	0.00421239382533244	Inf	1.96800537624056e-05	0.000100257046901735
ENSG00000144596	-2.44234640566799	6.20658732623305e-05	0.000191527731520657	-2.15228239459119	2.25404298534711e-05	0.000114074885430041
ENSG00000145020	-2.19529239370251	1.5757913288349e-07	6.73760269889542e-07	-2.28265378777234	5.90258544176865e-12	6.08047903065882e-11
ENSG00000145107	2.33175142059948	7.61220109635121e-08	3.35851511929954e-07	2.60744397761184	3.41817850955656e-13	3.85519487399734e-12
ENSG00000145431	2.80208689872644	3.8962326271928e-19	4.30250372036517e-18	2.84596156230167	1.00464572709612e-24	2.55202847539848e-23
ENSG00000145945	2.36912737185407	0.00870216003811034	0.0183390824450627	2.41526766772986	0.00225669191034932	0.00818133165162969
ENSG00000146374	3.78929126379623	5.91391619575371e-22	7.93977220327015e-21	3.73171836487249	1.02164899020031e-30	3.57401275851922e-29
ENSG00000146376	-2.36920710500242	1.49682695990637e-151	7.45031759784506e-149	-2.35747501180331	5.35811334347938e-196	1.33083628533487e-192
ENSG00000147180	-2.22160663122443	2.38259457287561e-05	7.83068927974452e-05	-2.17498028695824	0.000737145614314283	0.00293049138580499
ENSG00000147394	-2.56709055309052	1.5570337574758e-22	2.16839136442666e-21	-2.66173419074376	9.23621945229499e-36	4.09655654040877e-34
ENSG00000147488	-4.22075003736654	7.02258591701466e-12	4.58583732452672e-11	-4.42098906114436	8.71908995480019e-19	1.49011113799391e-17
ENSG00000147697	2.46120222869108	0.00392325831324243	0.00891372248041673	2.76806367054388	0.000971740764170746	0.00377582010121204
ENSG00000148225	-2.45267516937962	0.00017844552619949	0.000513738094814686	-2.37842936592655	2.06378616356998e-05	0.000104897398591276
ENSG00000148677	2.17325312247996	1.67066288109429e-21	2.17769529185511e-20	2.15389510619735	4.15852864567941e-26	1.15765565810109e-24
ENSG00000148926	2.02009220608095	2.31153059271821e-24	3.5583802560756e-23	2.01408220594654	8.25560271863063e-31	2.9016626284948e-29
ENSG00000149489	2.00111521354343	0.00111125663704692	0.00281140398066143	2.01092696123225	0.000542934060320963	0.00221473503365234
ENSG00000149591	2.97286007624274	4.98055653074242e-33	1.16609232084751e-31	2.60204099679917	1.10469002071285e-25	2.98600250580592e-24
ENSG00000150093	-2.25378211532994	0	0	-2.23327700712614	3.35797219833482e-261	1.87660276303941e-257
ENSG00000150275	-3.66865584121023	6.65761815009066e-05	0.000204787663811097	-3.68361625100546	0.00308407043343714	0.0108808886472623
ENSG00000150433	-2.4271886856856	1.20730683004912e-19	1.39991341579207e-18	-2.36987278288708	1.71501281005976e-28	5.36187361623437e-27
ENSG00000151090	-2.12241719694733	8.18079706174509e-40	2.55085224391629e-38	-2.14635711090182	9.09030214266265e-56	8.16082787538478e-54
ENSG00000151322	-2.43718740177659	0.0212418705354271	0.0410098402708813	-2.6521291897785	0.0027944611876901	0.00994228639019966
ENSG00000151692	-2.36254587296574	0.0215455040307019	0.0415185013863785	-2.57455791472805	0.00579552689574483	0.0191675112039473
ENSG00000151792	-2.69096739230579	7.72840515993563e-08	3.40754714384432e-07	-2.60678903873006	2.15548074093795e-10	1.94524087537049e-09
ENSG00000153823	2.50650822795346	7.90097837570063e-18	7.97755434943957e-17	2.59408941537287	4.85355606976674e-19	8.44987479622785e-18
ENSG00000153930	-2.90359492573952	0.000828189822807996	0.00213628465042546	-2.98804974077331	0.000155206668235971	0.000689074451191044
ENSG00000153956	-3.0675644050678	0.000418473855302552	0.00113270294892467	-2.94502095547138	0.000274113180957649	0.00117408048421676
ENSG00000154274	2.670473996829	3.69670580770475e-07	1.5178744072638e-06	2.47910300275798	3.73357392967067e-07	2.3509946936298e-06
ENSG00000154319	3.89148687543265	0.00547374566683374	0.0120513872897409	5.08820713527441	0.00058769516968534	0.00237995250419313
ENSG00000154479	2.21153249591731	0.0199351256903369	0.0387710787485438	2.15999852599045	0.0134919788852793	0.0411066779339693
ENSG00000155265	6.70747734705494	7.58446884364885e-05	0.00023128585611481	Inf	1.24576866041735e-05	6.51565574051695e-05
ENSG00000156990	-2.27413664740899	4.4763884812536e-23	6.4755850160998e-22	-2.16874464529356	1.60946717889769e-27	4.79068299827948e-26
ENSG00000157150	2.0524351121432	1.10068507169698e-08	5.31516589239515e-08	2.191420018504	3.10888532987554e-12	3.26425658356214e-11
